"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9224C";"R?seau SEINERGIE";"2022";"920260202";"Villebois-Mareuil";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260203";"Franklin";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260404";"Fauvelles";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260405";"Étudiants";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260406";"Arche";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260601";"Visien";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260602";"Kruger";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260603";"Parmentier";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260701";"de Gaulle";"C";"nd";"nd";"nd"
"9224C";"R?seau SEINERGIE";"2022";"920260702";"Hôtel de Ville";"C";"nd";"nd";"nd"
"9225C";"LA DEFENSE";"2022";"920260501";"Regnault";"C";"X";12595.96;11
"9225C";"LA DEFENSE";"2022";"920260502";"Ségoffin";"C";"X";8433.04;11
"9225C";"LA DEFENSE";"2022";"920260503";"Essling";"C";"X";10051.61;13
"9225C";"LA DEFENSE";"2022";"920260505";"Diderot";"C";"X";22311.47;39
"9225C";"LA DEFENSE";"2022";"920500501";"Arlequin";"C";"X";4990.57;5
"9225C";"LA DEFENSE";"2022";"920500510";"Central Park";"C";"X";19599.17;26
"9225C";"LA DEFENSE";"2022";"920500511";"Ravel Liberté Vallona";"C";"X";36543.77;48
"9225C";"LA DEFENSE";"2022";"920500605";"Les Groues-Préfecture";"C";"X";10508.38;5
"9225C";"LA DEFENSE";"2022";"920620101";"Défense Nord";"C";"X";46538.49;54
"9225C";"LA DEFENSE";"2022";"920620102";"Défense Sud";"C";"X";19493.04;23
"9225C";"LA DEFENSE";"2022";"920620103";"Seine 1";"C";"X";4233.55;5
"9225C";"LA DEFENSE";"2022";"920620201";"Wilson 1";"C";"X";3910.67;9
"9225C";"LA DEFENSE";"2022";"920620202";"Bergère Nord";"C";"X";11270.44;10
"9225C";"LA DEFENSE";"2022";"920620203";"Bergère Centre";"C";"X";5295.41;7
"9225C";"LA DEFENSE";"2022";"920620204";"Wilson 2";"C";"X";1258.15;3
"9225C";"LA DEFENSE";"2022";"920620205";"Bergère Sud";"C";"X";905.42;1
"9225C";"LA DEFENSE";"2022";"920620303";"Mairie";"C";"X";"secret";"secret"
"9225C";"LA DEFENSE";"2022";"920620401";"République 1";"C";"X";3209.52;6
"9225F";"LA DEFENSE";"2022";"920260501";"Regnault";"F";"X";5042.49;7
"9225F";"LA DEFENSE";"2022";"920260502";"Ségoffin";"F";"X";2853.33;5
"9225F";"LA DEFENSE";"2022";"920260503";"Essling";"F";"X";292.43;1
"9225F";"LA DEFENSE";"2022";"920260505";"Diderot";"F";"X";10415.41;13
"9225F";"LA DEFENSE";"2022";"920500510";"Central Park";"F";"X";3664.28;14
"9225F";"LA DEFENSE";"2022";"920500511";"Ravel Liberté Vallona";"F";"X";14664.26;32
"9225F";"LA DEFENSE";"2022";"920500605";"Les Groues-Préfecture";"F";"X";4977.7;5
"9225F";"LA DEFENSE";"2022";"920620101";"Défense Nord";"F";"X";32402.61;44
"9225F";"LA DEFENSE";"2022";"920620102";"Défense Sud";"F";"X";10885.7;8
"9225F";"LA DEFENSE";"2022";"920620201";"Wilson 1";"F";"X";814.04;4
"9225F";"LA DEFENSE";"2022";"920620202";"Bergère Nord";"F";"X";1462.1;1
"9225F";"LA DEFENSE";"2022";"920620303";"Mairie";"F";"X";"secret";"secret"
"9225F";"LA DEFENSE";"2022";"920620401";"République 1";"F";"X";1449.5;2
"9230C";"R?seau Ciceo";"2022";"920620102";"Défense Sud";"C";"R";1874.67004394531;1
"9230C";"R?seau Ciceo";"2022";"920620103";"Seine 1";"C";"R";711;1
"9230C";"R?seau Ciceo";"2022";"920620103";"Seine 1";"C";"T";3028;10
"9230C";"R?seau Ciceo";"2022";"920620302";"Wallace 2";"C";"R";598;1
"9230C";"R?seau Ciceo";"2022";"920620302";"Wallace 2";"C";"T";2507;4
"9230C";"R?seau Ciceo";"2022";"920620303";"Mairie";"C";"R";468;1
"9230C";"R?seau Ciceo";"2022";"920620303";"Mairie";"C";"T";957;1
"9230C";"R?seau Ciceo";"2022";"920620401";"République 1";"C";"R";211.800003051757;2
"9230C";"R?seau Ciceo";"2022";"920620401";"République 1";"C";"T";745;2
"9230C";"R?seau Ciceo";"2022";"920620402";"République 2";"C";"T";873.52001953125;1
"9230C";"R?seau Ciceo";"2022";"920620403";"Jaurès";"C";"R";7382.70001220703;8
"9230C";"R?seau Ciceo";"2022";"920620403";"Jaurès";"C";"T";1328;3
"9230C";"R?seau Ciceo";"2022";"920620404";"France";"C";"R";10447.7000007629;6
"9230C";"R?seau Ciceo";"2022";"920620404";"France";"C";"T";1733;3
"9231F";"R?seau Suc - Soci?t? Urbaine de Climatisation";"2022";"920260503";"Essling";"F";"T";6039.60000038147;9
"9231F";"R?seau Suc - Soci?t? Urbaine de Climatisation";"2022";"920260505";"Diderot";"F";"T";17672.6999998093;10
"9231F";"R?seau Suc - Soci?t? Urbaine de Climatisation";"2022";"920260506";"Dominos";"F";"T";7969;6
"9231F";"R?seau Suc - Soci?t? Urbaine de Climatisation";"2022";"920620102";"Défense Sud";"F";"T";5988;15
"9231F";"R?seau Suc - Soci?t? Urbaine de Climatisation";"2022";"920620103";"Seine 1";"F";"T";"secret";"secret"
"9232C";"R?seau Quartier Hoche";"2022";"920500802";"Komarov";"C";"R";6785;13
"9234C";"R?seau du Fort d'Issy";"2022";"920400402";"Fort Gardes Mobiles";"C";"nd";"nd";"nd"
"9234C";"R?seau du Fort d'Issy";"2022";"920400403";"Verdi";"C";"nd";"nd";"nd"
"9234F";"Levallois Cristalia";"2022";"920440107";"Hôtel de Ville-Planchette 1";"F";"T";"secret";"secret"
"9234F";"Levallois Cristalia";"2022";"920440112";"Trézel 2";"F";"T";212;3
"9234F";"Levallois Cristalia";"2022";"920440114";"Villiers-L. Michel 1";"F";"T";"secret";"secret"
"9234F";"Levallois Cristalia";"2022";"920440115";"Villiers-L. Michel 2";"F";"T";772;4
"9234F";"Levallois Cristalia";"2022";"920440116";"Henri Barbusse 1";"F";"T";"secret";"secret"
"9234F";"Levallois Cristalia";"2022";"920440119";"Eiffel 2";"F";"T";951;3
"9234F";"Levallois Cristalia";"2022";"920440120";"Eiffel 3";"F";"T";"secret";"secret"
"9234F";"Levallois Cristalia";"2022";"920440121";"Eiffel 4";"F";"T";3756;3
"9234F";"Levallois Cristalia";"2022";"920440122";"Eiffel 5";"F";"T";1115;7
"9234F";"Levallois Cristalia";"2022";"920440123";"Île de la Jatte-Square Baudin";"F";"T";1355;3
"9234F";"Levallois Cristalia";"2022";"920440124";"Villiers-Cerdan";"F";"T";"secret";"secret"
"9234F";"Levallois Cristalia";"2022";"920440125";"Georges Pompidou";"F";"T";"secret";"secret"
"9235C";"R?seau de CLICHY";"2022";"920240101";"Vendôme";"C";"X";2479.5789457526;5
"9235C";"R?seau de CLICHY";"2022";"920240102";"Pasteur-Gesnouin";"C";"X";1890.71327255499;7
"9235C";"R?seau de CLICHY";"2022";"920240103";"Centre Ville";"C";"X";1231.71266849274;6
"9235C";"R?seau de CLICHY";"2022";"920240104";"SNCF";"C";"X";2960.10842255245;8
"9235C";"R?seau de CLICHY";"2022";"920240201";"Teinturiers";"C";"X";13027.2393263299;21
"9235C";"R?seau de CLICHY";"2022";"920240202";"Bac d'Asnières-Bérégovoy";"C";"X";3419.31513577969;9
"9235C";"R?seau de CLICHY";"2022";"920240203";"Rue du Port";"C";"X";829.891650410684;2
"9235C";"R?seau de CLICHY";"2022";"920240301";"Quartier Nord";"C";"X";3090.87188552226;6
"9235C";"R?seau de CLICHY";"2022";"920240302";"Gabriel Péri";"C";"X";3859.29905457406;8
"9235C";"R?seau de CLICHY";"2022";"920240303";"Bateliers";"C";"X";3172.16492164279;11
"9235C";"R?seau de CLICHY";"2022";"920240304";"Berges de Seine-Beaujon";"C";"X";32049.476610351;31
"9235C";"R?seau de CLICHY";"2022";"920240401";"Mozart";"C";"X";9441.11798801879;17
"9235C";"R?seau de CLICHY";"2022";"920240402";"Maison du Peuple";"C";"X";2221.40389363214;13
"9235C";"R?seau de CLICHY";"2022";"920240403";"Klock";"C";"X";980.937988388716;5
"9235C";"R?seau de CLICHY";"2022";"920240404";"Sanzillon";"C";"X";3482.11228986186;10
"9235C";"R?seau de CLICHY";"2022";"920240405";"Morel";"C";"X";9718.26343443514;11
"9235C";"R?seau de CLICHY";"2022";"920240501";"Entrée de Ville";"C";"X";1816.27138575282;2
"9235C";"R?seau de CLICHY";"2022";"920240502";"Calmette";"C";"X";6118.84565690756;15
"9235C";"R?seau de CLICHY";"2022";"920240503";"Chance-Milly";"C";"X";1683.0041134241;11
"9235C";"R?seau de CLICHY";"2022";"920240504";"Cité Nouvelle";"C";"X";5279.42337732428;18
"9235C";"R?seau de CLICHY";"2022";"920240601";"Palloy-Paymal";"C";"X";11548.4067317167;29
"9235C";"R?seau de CLICHY";"2022";"920240602";"Gambetta";"C";"X";2296.84124657458;8
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070103";"Quartier 3";"C";"R";4379;5
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070103";"Quartier 3";"C";"T";1547;7
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070104";"Quartier 4";"C";"R";2689;14
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070104";"Quartier 4";"C";"T";1725;9
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070105";"Quartier 5";"C";"R";5572;9
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070106";"Quartier 6";"C";"R";4214;14
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070106";"Quartier 6";"C";"T";401;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070107";"Quartier 7";"C";"R";3153;5
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070108";"Quartier 8";"C";"R";3534;3
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070109";"Quartier 9";"C";"R";604;4
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070110";"Quartier 10";"C";"R";1003;1
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070110";"Quartier 10";"C";"T";496;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070111";"Quartier 11";"C";"R";688;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070113";"Quartier 13";"C";"R";1445;6
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070113";"Quartier 13";"C";"T";623;1
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070114";"Quartier 14";"C";"R";1232;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070114";"Quartier 14";"C";"T";589;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070115";"Quartier 15";"C";"T";589;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070116";"Quartier 16";"C";"R";13782;13
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070116";"Quartier 16";"C";"T";"secret";"secret"
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070117";"Quartier 17";"C";"R";1458;5
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920070117";"Quartier 17";"C";"T";342;1
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200101";"République";"C";"T";272;1
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200108";"Ponceau";"C";"T";2182;3
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200109";"Parc";"C";"R";1984;8
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200109";"Parc";"C";"T";1142;4
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200112";"Sablons 2";"C";"R";850.899993896484;4
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920200112";"Sablons 2";"C";"T";3793;3
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920320102";"Buffets-Fauvettes";"C";"R";2116;3
"9236C";"R?seau de Bagneux-Chatillon";"2022";"920320106";"Pierrelais";"C";"R";647;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"940030108";"Laplace 1";"C";"R";667;2
"9236C";"R?seau de Bagneux-Chatillon";"2022";"940030108";"Laplace 1";"C";"T";445;2
"9240F";"R?seau SEINERGIE Froid";"2022";"920260405";"Étudiants";"F";"nd";"nd";"nd"
"9240F";"R?seau SEINERGIE Froid";"2022";"920260406";"Arche";"F";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060101";"Iris 1";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060102";"Iris 2";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060103";"Iris 3";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060104";"Iris 4";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060105";"Iris 5";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060106";"Iris 6";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060107";"Iris 7";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060108";"Iris 8";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060109";"Iris 9";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060110";"Iris 10";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060112";"Iris 12";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060113";"Iris 13";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060114";"Iris 14";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060115";"Iris 15";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930060116";"Iris 16";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930480402";"La Noue-Clos Français-Guilands 2";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930480403";"La Noue-Clos Français-Guilands 3";"C";"nd";"nd";"nd"
"9302C";"Bagnolet";"2022";"930480404";"La Noue-Clos Français-Guilands 4";"C";"nd";"nd";"nd"
"9304C";"Sevran";"2022";"930710106";"Beaudottes Anciennes 1";"C";"R";10118;4
"9304C";"Sevran";"2022";"930710107";"Beaudottes Anciennes 2";"C";"R";4460;5
"9304C";"Sevran";"2022";"930710107";"Beaudottes Anciennes 2";"C";"T";539;1
"9304C";"Sevran";"2022";"930710108";"Beaudottes Anciennes 4";"C";"R";7162;13
"9304C";"Sevran";"2022";"930710108";"Beaudottes Anciennes 4";"C";"T";1950;8
"9304C";"Sevran";"2022";"930710109";"Centre Ville 2";"C";"R";5937;3
"9304C";"Sevran";"2022";"930710109";"Centre Ville 2";"C";"T";2121;6
"9304C";"Sevran";"2022";"930710111";"Butte Montceleux";"C";"R";9036;7
"9304C";"Sevran";"2022";"930710111";"Butte Montceleux";"C";"T";351;1
"9304C";"Sevran";"2022";"930710112";"Pont Blanc 1";"C";"R";7531;2
"9304C";"Sevran";"2022";"930710113";"Pont Blanc 2";"C";"R";4674;5
"9304C";"Sevran";"2022";"930710113";"Pont Blanc 2";"C";"T";459;2
"9304C";"Sevran";"2022";"930710116";"Centre Ville 1";"C";"T";"secret";"secret"
"9304C";"Sevran";"2022";"930780106";"Nord-Est Hôpital";"C";"T";10540;1
"9305C";"Zup des Fauvettes";"2022";"930500103";"Iris 3";"C";"R";6467.74174650407;8
"9305C";"Zup des Fauvettes";"2022";"930500103";"Iris 3";"C";"T";913.862742737233;4
"9305C";"Zup des Fauvettes";"2022";"930500105";"Iris 5";"C";"R";1899.42244276647;3
"9305C";"Zup des Fauvettes";"2022";"930500105";"Iris 5";"C";"T";1907.17884036533;5
"9305C";"Zup des Fauvettes";"2022";"930500106";"Iris 6";"C";"T";897.55441958066;2
"9305C";"Zup des Fauvettes";"2022";"930500108";"Iris 8";"C";"R";4417.66619652901;5
"9305C";"Zup des Fauvettes";"2022";"930500108";"Iris 8";"C";"T";420.83429023547;3
"9305C";"Zup des Fauvettes";"2022";"930500109";"Iris 9";"C";"R";5377.27179690053;5
"9305C";"Zup des Fauvettes";"2022";"930500109";"Iris 9";"C";"T";1017.38081838353;2
"9305C";"Zup des Fauvettes";"2022";"930500110";"Iris 10";"C";"R";8145.51021173395;7
"9305C";"Zup des Fauvettes";"2022";"930500110";"Iris 10";"C";"T";683.159634668639;3
"9305C";"Zup des Fauvettes";"2022";"930500111";"Iris 11";"C";"R";9359.38643595521;5
"9305C";"Zup des Fauvettes";"2022";"930500111";"Iris 11";"C";"T";420.237644266327;3
"9305C";"Zup des Fauvettes";"2022";"930500112";"Iris 12";"C";"R";2428.64741739624;3
"9305C";"Zup des Fauvettes";"2022";"930500112";"Iris 12";"C";"T";2454.99928103339;4
"9305C";"Zup des Fauvettes";"2022";"930500113";"Iris 13";"C";"R";4500.50054524502;1
"9305C";"Zup des Fauvettes";"2022";"930500113";"Iris 13";"C";"T";436.5459674229;1
"9305C";"Zup des Fauvettes";"2022";"930500114";"Iris 14";"C";"R";5733.07167649942;17
"9305C";"Zup des Fauvettes";"2022";"930500114";"Iris 14";"C";"T";"secret";"secret"
"9305C";"Zup des Fauvettes";"2022";"930510102";"Centre Ville 2";"C";"X";323.183233285746;1
"9306C";"Villepinte";"2022";"930780104";"Nord-Est Mousseaux";"C";"T";4003.8584;10
"9306C";"Villepinte";"2022";"930780105";"Nord-Est Parc";"C";"R";4282;2
"9306C";"Villepinte";"2022";"930780105";"Nord-Est Parc";"C";"T";806;2
"9306C";"Villepinte";"2022";"930780106";"Nord-Est Hôpital";"C";"R";1906;5
"9306C";"Villepinte";"2022";"930780106";"Nord-Est Hôpital";"C";"T";902;4
"9306C";"Villepinte";"2022";"930780108";"Sud-Est Picasso";"C";"R";3979;3
"9306C";"Villepinte";"2022";"930780108";"Sud-Est Picasso";"C";"T";"secret";"secret"
"9306C";"Villepinte";"2022";"930780109";"Sud-Est Pasteur";"C";"R";6547;8
"9306C";"Villepinte";"2022";"930780109";"Sud-Est Pasteur";"C";"T";378;3
"9306C";"Villepinte";"2022";"930780110";"Sud-Est Roseraie";"C";"R";1319;3
"9306C";"Villepinte";"2022";"930780110";"Sud-Est Roseraie";"C";"T";578.4;3
"9306C";"Villepinte";"2022";"930780111";"Sud-Est Zonedac";"C";"R";2562;1
"9306C";"Villepinte";"2022";"930780111";"Sud-Est Zonedac";"C";"T";1345;2
"9306C";"Villepinte";"2022";"930780112";"Sud-Est Europe";"C";"R";4765;3
"9306C";"Villepinte";"2022";"930780112";"Sud-Est Europe";"C";"T";364;1
"9306C";"Villepinte";"2022";"930780113";"Sud-Ouest Bellevue";"C";"R";997;2
"9306C";"Villepinte";"2022";"930780113";"Sud-Ouest Bellevue";"C";"T";752;3
"9306C";"Villepinte";"2022";"930780114";"Sud-Ouest Centrale";"C";"T";436;2
"9306C";"Villepinte";"2022";"930780115";"Sud-Est Mallet";"C";"R";4333;3
"9306C";"Villepinte";"2022";"930780115";"Sud-Est Mallet";"C";"T";737;2
"9309C";"SEBIO";"2022";"930050501";"Émile Zola 1";"C";"X";10367.5000371933;27
"9309C";"SEBIO";"2022";"930050502";"Émile Zola 2";"C";"X";2354;3
"9309C";"SEBIO";"2022";"930050603";"Bourg 3";"C";"X";260;1
"9309C";"SEBIO";"2022";"930710101";"Rougemont Est";"C";"X";4515.79998779297;10
"9309C";"SEBIO";"2022";"930710102";"Rougemont Ouest 2";"C";"X";5910.39998626709;10
"9309C";"SEBIO";"2022";"930710103";"Rougemont Ouest 1";"C";"X";11685.4999961853;17
"9309C";"SEBIO";"2022";"930710117";"Perrin 2";"C";"X";4644.10000610351;6
"9309C";"SEBIO";"2022";"930710118";"Perrin 1";"C";"X";3321.80000019073;10
"9309C";"SEBIO";"2022";"930710119";"Freinville";"C";"X";3860;4
"9311C";"Le Ch?ne Pointu";"2022";"930140104";"Iris 3";"C";"nd";"nd";"nd"
"9311C";"Le Ch?ne Pointu";"2022";"930140109";"Iris 8";"C";"nd";"nd";"nd"
"9311C";"Le Ch?ne Pointu";"2022";"930140110";"Iris 9";"C";"nd";"nd";"nd"
"9311C";"Le Ch?ne Pointu";"2022";"930140111";"Iris 10";"C";"nd";"nd";"nd"
"9311C";"Le Ch?ne Pointu";"2022";"930140112";"Iris 11";"C";"nd";"nd";"nd"
"9311C";"Le Ch?ne Pointu";"2022";"930140113";"Iris 12";"C";"nd";"nd";"nd"
"9312C";"Le Gros Saule";"2022";"930050701";"Gros Saule 1";"C";"T";"secret";"secret"
"9312C";"Le Gros Saule";"2022";"930050702";"Gros Saule 2";"C";"R";5064;5
"9312C";"Le Gros Saule";"2022";"930050702";"Gros Saule 2";"C";"T";646;2
"9312C";"Le Gros Saule";"2022";"930050703";"Gros Saule 3";"C";"R";7224;7
"9312C";"Le Gros Saule";"2022";"930050703";"Gros Saule 3";"C";"T";439;1
"9312C";"Le Gros Saule";"2022";"930050801";"Ambourget 1";"C";"R";5411;4
"9312C";"Le Gros Saule";"2022";"930050801";"Ambourget 1";"C";"T";523;1
"9312C";"Le Gros Saule";"2022";"930050802";"Ambourget 2";"C";"R";8651;1
"9312C";"Le Gros Saule";"2022";"930050803";"Ambourget 3";"C";"T";739;1
"9312C";"Le Gros Saule";"2022";"930050804";"Ambourget 4";"C";"R";4309;6
"9312C";"Le Gros Saule";"2022";"930050805";"Ambourget 5";"C";"R";6950;5
"9312C";"Le Gros Saule";"2022";"930050805";"Ambourget 5";"C";"T";382;1
"9312C";"Le Gros Saule";"2022";"930710105";"Savigny 2";"C";"R";3051;1
"9313C";"La Courneuve";"2022";"930270103";"Mairie";"C";"R";1295.67;1
"9313C";"La Courneuve";"2022";"930270104";"Convention";"C";"R";8622.69;8
"9313C";"La Courneuve";"2022";"930270104";"Convention";"C";"T";754;5
"9313C";"La Courneuve";"2022";"930270110";"Braque Orme Seul";"C";"R";6634.15;14
"9313C";"La Courneuve";"2022";"930270110";"Braque Orme Seul";"C";"T";314;3
"9313C";"La Courneuve";"2022";"930270111";"La Tour";"C";"R";13273.34;26
"9313C";"La Courneuve";"2022";"930270111";"La Tour";"C";"T";1747.43;11
"9313C";"La Courneuve";"2022";"930270113";"6 Routes";"C";"R";6799.86;4
"9313C";"La Courneuve";"2022";"930270113";"6 Routes";"C";"T";508.5;2
"9313C";"La Courneuve";"2022";"930270114";"Verlaine";"C";"R";9288.53;28
"9313C";"La Courneuve";"2022";"930270114";"Verlaine";"C";"T";522;2
"9313C";"La Courneuve";"2022";"930270115";"Quinet Cachin";"C";"R";7704.35;11
"9313C";"La Courneuve";"2022";"930270115";"Quinet Cachin";"C";"T";562.64;2
"9313C";"La Courneuve";"2022";"930270119";"Moulin Neuf";"C";"R";3303.2;3
"9314C";"R?seau de Tremblay en France";"2022";"930730304";"Vert Galant 4";"C";"T";"secret";"secret"
"9314C";"R?seau de Tremblay en France";"2022";"930730401";"Centre Ville 1";"C";"R";5706;9
"9314C";"R?seau de Tremblay en France";"2022";"930730401";"Centre Ville 1";"C";"T";1012;5
"9314C";"R?seau de Tremblay en France";"2022";"930730402";"Centre Ville 2";"C";"R";10661.89;21
"9314C";"R?seau de Tremblay en France";"2022";"930730402";"Centre Ville 2";"C";"T";977;2
"9314C";"R?seau de Tremblay en France";"2022";"930730403";"Centre Ville 3";"C";"R";12812.28;20
"9314C";"R?seau de Tremblay en France";"2022";"930730403";"Centre Ville 3";"C";"T";1176;5
"9314C";"R?seau de Tremblay en France";"2022";"930730404";"Centre Ville 4";"C";"R";3763.04;8
"9314C";"R?seau de Tremblay en France";"2022";"930730404";"Centre Ville 4";"C";"T";599;3
"9314C";"R?seau de Tremblay en France";"2022";"930730502";"Bois Saint-Denis 2";"C";"R";2889;5
"9314C";"R?seau de Tremblay en France";"2022";"930730502";"Bois Saint-Denis 2";"C";"T";2258.9;5
"9314C";"R?seau de Tremblay en France";"2022";"930780116";"Sud Gare";"C";"R";234.26;1
"9315C";"R?seau du Blanc Mesnil";"2022";"930070102";"Zone d'Activités Molette";"C";"R";600.102110975963;3
"9315C";"R?seau du Blanc Mesnil";"2022";"930070102";"Zone d'Activités Molette";"C";"T";481.868087579427;1
"9315C";"R?seau du Blanc Mesnil";"2022";"930070103";"Iris 1";"C";"R";1046.06238377703;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070103";"Iris 1";"C";"T";"secret";"secret"
"9315C";"R?seau du Blanc Mesnil";"2022";"930070104";"Iris 2";"C";"R";3158.16924080151;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070104";"Iris 2";"C";"T";220.802088648255;1
"9315C";"R?seau du Blanc Mesnil";"2022";"930070105";"Iris 3";"C";"R";"secret";"secret"
"9315C";"R?seau du Blanc Mesnil";"2022";"930070107";"Iris 5";"C";"R";9658.38290971143;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070107";"Iris 5";"C";"T";1730.98846455497;3
"9315C";"R?seau du Blanc Mesnil";"2022";"930070108";"Iris 7";"C";"R";6650.0393757592;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070109";"Iris 6";"C";"R";4778.4869028245;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070109";"Iris 6";"C";"T";1608.55820236964;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070110";"Iris 8";"C";"R";1794.68137474196;2
"9315C";"R?seau du Blanc Mesnil";"2022";"930070114";"Iris 12";"C";"R";3145.18088264573;6
"9315C";"R?seau du Blanc Mesnil";"2022";"930070114";"Iris 12";"C";"T";1785.3297568698;5
"9315C";"R?seau du Blanc Mesnil";"2022";"930070115";"Iris 13";"C";"R";"secret";"secret"
"9316C";"Reseau de Bondy";"2022";"930100101";"La Flamiche";"C";"R";874.006384942594;1
"9316C";"Reseau de Bondy";"2022";"930100102";"La Terre Saint-Blaise";"C";"R";3021.54209469204;4
"9316C";"Reseau de Bondy";"2022";"930100102";"La Terre Saint-Blaise";"C";"T";450.003287441839;1
"9316C";"Reseau de Bondy";"2022";"930100104";"Suzanne Buisson";"C";"R";8171.19055296935;2
"9316C";"Reseau de Bondy";"2022";"930100105";"Le Château Gobillon";"C";"R";1572.45344292524;3
"9316C";"Reseau de Bondy";"2022";"930100105";"Le Château Gobillon";"C";"T";885.0064220886;3
"9316C";"Reseau de Bondy";"2022";"930100106";"Les Merisiers";"C";"R";358.162650691424;1
"9316C";"Reseau de Bondy";"2022";"930100106";"Les Merisiers";"C";"T";7796.90626351077;4
"9316C";"Reseau de Bondy";"2022";"930100107";"La Noue Caillet";"C";"R";2596.86858046846;1
"9316C";"Reseau de Bondy";"2022";"930100107";"La Noue Caillet";"C";"T";385.002812589129;1
"9316C";"Reseau de Bondy";"2022";"930100108";"Le Parc du Château";"C";"R";1026.85750768057;3
"9324C";"Rosny-sous-Bois";"2022";"930481001";"Branly Boissière 1";"C";"X";7669;11
"9324C";"Rosny-sous-Bois";"2022";"930530116";"Londeau 1";"C";"X";11006;8
"9324C";"Rosny-sous-Bois";"2022";"930530116";"Londeau 1";"NA";"X";"secret";"secret"
