"index";"Nom de l'op?rateur";"Mill?sime des donn?es";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"?nergie concern?e";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9324C";"Rosny-sous-Bois";"2022";"930640103";"Bois Perrier 2";"C";"X";13886.022;6
"9324C";"Rosny-sous-Bois";"2022";"930640104";"Marnaudes";"C";"X";4730;2
"9324C";"Rosny-sous-Bois";"2022";"930640110";"Boutours";"C";"X";3384;7
"9324C";"Rosny-sous-Bois";"2022";"930640111";"Fort de Rosny";"C";"X";8613;5
"9324C";"Rosny-sous-Bois";"2022";"930640112";"Colline";"C";"X";1355;8
"9324C";"Rosny-sous-Bois";"2022";"930640114";"Boissière";"C";"X";987;4
"9324C";"Rosny-sous-Bois";"2022";"930640116";"Centre Ville 1";"C";"X";1804;4
"9324C";"Rosny-sous-Bois";"2022";"930640117";"Centre Ville 2";"C";"X";3618;5
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"920360404";"Grésillons 4";"C";"X";"secret";"secret"
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930390103";"Sud";"C";"X";5195;6
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700102";"Secteur 2";"C";"X";"secret";"secret"
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700104";"Secteur 4";"C";"X";712;2
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700106";"Secteur 6";"C";"X";525;2
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700107";"Secteur 7";"C";"X";2159;2
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700108";"Secteur 8";"C";"X";3350;4
"9326C";"R?seau de chaleur de la ZAC des docks Saint-Ouen";"2022";"930700109";"Secteur 9";"C";"X";41532;59
"9328C";"R?seau de Noisy-le-Grand Ile de la Marne";"2022";"930510102";"Centre Ville 2";"C";"R";250.8;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280102";"Église";"C";"R";838.708984374999;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280103";"République";"C";"R";"secret";"secret"
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280104";"Île Sainte-Catherine";"C";"R";353.910007476806;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280201";"La Brèche";"C";"R";10424.3900051117;15
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280201";"La Brèche";"C";"T";4004.54704773425;21
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280202";"La Croix des Mèches";"C";"R";6051.72497558593;16
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280202";"La Croix des Mèches";"C";"T";1685.46502733231;7
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280204";"Hôtel de Ville";"C";"R";16224.6201171875;16
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280204";"Hôtel de Ville";"C";"T";5632.89004037528;16
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280205";"L'Ormetteau";"C";"R";8865.44301605224;21
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280205";"L'Ormetteau";"C";"T";414.185006141662;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280206";"Port-Source";"C";"R";17756.1367759704;44
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280206";"Port-Source";"C";"T";6473.98197364805;18
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280207";"L'Échat";"C";"R";17809.238035202;45
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280207";"L'Échat";"C";"T";27558.8342950046;21
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280208";"Montaigut Université";"C";"R";10776.5809860229;23
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280208";"Montaigut Université";"C";"T";5882.74996185301;9
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280209";"Lévrière-Haye aux Moines";"C";"R";14706.1300506591;19
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280209";"Lévrière-Haye aux Moines";"C";"T";3338.09493362903;10
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280210";"Palais-Grand Pavois";"C";"R";11419.0600891113;16
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280210";"Palais-Grand Pavois";"C";"T";2861.17508602142;5
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280211";"Palais-Charles Péguy";"C";"R";8564.50491333007;14
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280211";"Palais-Charles Péguy";"C";"T";993.550018310546;4
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280212";"Pompadour-Grand Marais";"C";"R";4722.73501586914;8
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280212";"Pompadour-Grand Marais";"C";"T";1134;1
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280215";"Le Lac Étendu";"C";"R";17392.0040878057;46
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280215";"Le Lac Étendu";"C";"T";2213.53299236297;13
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280306";"Henri Mondor-Champeval";"C";"R";5067.89892578125;1
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280307";"Les Mèches";"C";"R";788.379997253416;6
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280307";"Les Mèches";"C";"T";1291.98003005981;6
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280401";"Cardinaud";"C";"R";1612.19000244141;3
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280401";"Cardinaud";"C";"T";252.970001220703;1
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280402";"Casalis";"C";"R";1483.90600585937;1
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280402";"Casalis";"C";"T";1148.03997802734;3
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280403";"Abbaye";"C";"R";2713.68997192383;4
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280403";"Abbaye";"C";"T";1088.58001708984;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280405";"Côte d'Or-Coteaux du Sud-Sarrasins";"C";"R";19199.2900390625;54
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280405";"Côte d'Or-Coteaux du Sud-Sarrasins";"C";"T";1532.42202377319;7
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280406";"La Habette";"C";"R";5716.52490234374;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280406";"La Habette";"C";"T";453.841000556944;3
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280408";"Saint-Exupéry";"C";"R";549.894989013671;2
"9402C";"R?seaux de Cr?teil - Scuc";"2022";"940280408";"Saint-Exupéry";"C";"T";906.700012207031;1
"9403C";"R?seau de Choisy-Vitry";"2022";"940810101";"Zone Industrielle";"C";"X";163249.336471933;1
"9403C";"R?seau de Choisy-Vitry";"2022";"940810312";"Port à l'Anglais";"C";"X";6677.34209256002;2
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330105";"Jean Zay";"C";"R";7701;8
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330105";"Jean Zay";"C";"T";13365;20
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330106";"Les Larris 1";"C";"R";5351;4
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330107";"Les Larris 2";"C";"R";18397;12
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330107";"Les Larris 2";"C";"T";1905;6
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330108";"Les Larris 3";"C";"R";12730;12
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330109";"Les Alouettes";"C";"T";11406;8
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330110";"Bois Cadet 1";"C";"R";10178;7
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330110";"Bois Cadet 1";"C";"T";5459;10
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330111";"Bois Cadet 2";"C";"T";"secret";"secret"
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330112";"Bois Cadet 3";"C";"R";9666;5
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330112";"Bois Cadet 3";"C";"T";276;3
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330113";"Michelet";"C";"R";3729;4
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330113";"Michelet";"C";"T";2184;6
"9404C";"R?seau de Fontenay-sous-Bois";"2022";"940330117";"Le Village 4";"C";"T";562;1
"9406C";"Ivry";"2022";"940410301";"Ivry Port Nord";"C";"X";1031;4
"9406C";"Ivry";"2022";"940410302";"Ivry Port Centre";"C";"X";3354;10
"9406C";"Ivry";"2022";"940410304";"Ivry Port Sud";"C";"X";8314;21
"9409C";"NA";"2022";"940710102";"La Fosse Rouge";"C";"R";7115;1
"9409C";"NA";"2022";"940710102";"La Fosse Rouge";"C";"T";289;1
"9409C";"NA";"2022";"940710103";"La Cité Verte";"C";"R";8228;6
"9409C";"NA";"2022";"940710103";"La Cité Verte";"C";"T";509;2
"9409C";"NA";"2022";"940710104";"Les Monrois-Fontaine de Villiers";"C";"R";4530;6
"9409C";"NA";"2022";"940710109";"Le Centre";"C";"R";3088;4
"9409C";"NA";"2022";"940710109";"Le Centre";"C";"T";446;4
"9410C";"R?seau de Cachan";"2022";"940160101";"Centre Ville 1";"C";"X";10853.3269743919;55
"9410C";"R?seau de Cachan";"2022";"940160102";"Cité Jardins";"C";"X";1528.93999958038;8
"9410C";"R?seau de Cachan";"2022";"940160104";"Centre Ville 2";"C";"X";291;1
"9410C";"R?seau de Cachan";"2022";"940160106";"La Plaine 1";"C";"X";9338.40000152588;10
"9410C";"R?seau de Cachan";"2022";"940160107";"La Plaine 2";"C";"X";7674.85001373291;13
"9410C";"R?seau de Cachan";"2022";"940160108";"Prairie";"C";"X";16647.9200000167;40
"9410C";"R?seau de Cachan";"2022";"940160111";"Grange-Ory Lumières 2";"C";"X";2790.05899810791;14
"9412C";"MA1";"2022";"940460302";"Charentonneau 2";"C";"X";51240.9314768659;57
"9412C";"MA2";"2022";"940460104";"Centre Vert de Maison 4";"C";"X";"secret";"secret"
"9412C";"MA2";"2022";"940460201";"Alfort 1";"C";"X";"secret";"secret"
"9412C";"MA2";"2022";"940460302";"Charentonneau 2";"C";"X";63667.1398495957;77
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110101";"Zone d'Activités";"C";"R";1951.4;4
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110102";"Centre Ancien";"C";"R";1896.19;6
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110102";"Centre Ancien";"C";"T";"secret";"secret"
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110103";"Haut Bonneuil";"C";"R";3293.36;6
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110103";"Haut Bonneuil";"C";"T";"secret";"secret"
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110104";"Cité Fabien";"C";"R";3826;2
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110105";"Saint-Exupéry";"C";"R";4663.67;8
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110106";"Salvador Allende";"C";"R";7899.4;4
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110106";"Salvador Allende";"C";"T";1557.81320800101;6
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110107";"République";"C";"R";4702.13864140225;14
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110107";"République";"C";"T";838.34;5
"9414C";"R?seau de Bonneuil sur Marne";"2022";"940110108";"Fosse aux Moines";"C";"R";2164.9;4
"9419C";"R?seau de Fresnes";"2022";"940340101";"Cerisaie-Médicis";"C";"X";5789.66677177186;13
"9419C";"R?seau de Fresnes";"2022";"940340102";"Sablonnière";"C";"X";12269.835103234;11
"9419C";"R?seau de Fresnes";"2022";"940340103";"Centre Ville";"C";"X";3774.99137983234;10
"9419C";"R?seau de Fresnes";"2022";"940340104";"Daix-Thibaudes";"C";"X";10527.7475478073;12
"9419C";"R?seau de Fresnes";"2022";"940340105";"Fleurs-Pasteur";"C";"X";5103.66920237893;8
"9419C";"R?seau de Fresnes";"2022";"940340106";"Peupleraie";"C";"X";6974.27489536518;8
"9419C";"R?seau de Fresnes";"2022";"940340107";"Fosse aux Loups";"C";"X";9104.59911271533;16
"9419C";"R?seau de Fresnes";"2022";"940340108";"Vallée aux Renards";"C";"X";834.998093287417;1
"9419C";"R?seau de Fresnes";"2022";"940340109";"Bergonie-Frères Lumière";"C";"X";1004.99770509444;3
"9419C";"R?seau de Fresnes";"2022";"940340112";"Domaine Pénitentiaire";"C";"X";12885.2201885132;9
"9422C";"Arcueil-Gentilly";"2022";"751145401";"Parc de Montsouris 1";"C";"X";464;1
"9422C";"Arcueil-Gentilly";"2022";"940030101";"Joliot-Curie 1";"C";"X";3695.5;14
"9422C";"Arcueil-Gentilly";"2022";"940030102";"Joliot-Curie 2";"C";"X";3579.2;5
"9422C";"Arcueil-Gentilly";"2022";"940030103";"Barbusse";"C";"X";2296.703;9
"9422C";"Arcueil-Gentilly";"2022";"940030103";"Barbusse";"NA";"X";"secret";"secret"
"9422C";"Arcueil-Gentilly";"2022";"940030104";"Jean-Macé 1";"C";"X";2115.53;3
"9422C";"Arcueil-Gentilly";"2022";"940030105";"Jean-Macé 2";"C";"X";4557.619;4
"9422C";"Arcueil-Gentilly";"2022";"940030106";"Jules Ferry 1";"C";"X";7877.67;15
"9422C";"Arcueil-Gentilly";"2022";"940030107";"Jules Ferry 2";"C";"X";2037.81;5
"9422C";"Arcueil-Gentilly";"2022";"940030108";"Laplace 1";"C";"X";2053.01;5
"9422C";"Arcueil-Gentilly";"2022";"940030109";"Laplace 2";"C";"X";5143.835;11
"9422C";"Arcueil-Gentilly";"2022";"940370101";"Centre Ville 1";"C";"X";5245.38;10
"9422C";"Arcueil-Gentilly";"2022";"940370102";"Centre Ville 2";"C";"X";702;4
"9422C";"Arcueil-Gentilly";"2022";"940370103";"Victor Hugo";"C";"X";1054;4
"9422C";"Arcueil-Gentilly";"2022";"940370104";"Plateau 1";"C";"X";2378;11
"9422C";"Arcueil-Gentilly";"2022";"940370105";"Plateau 2";"C";"X";547;2
"9422C";"Arcueil-Gentilly";"2022";"940370106";"Chaperon Vert";"C";"X";7823.05;20
"9422C";"Arcueil-Gentilly";"2022";"940370107";"Reine Blanche 1";"C";"X";2732;6
"9422C";"Arcueil-Gentilly";"2022";"940370108";"Reine Blanche 2";"C";"X";5618.8928;10
"9423C";"Ivry";"2022";"940410103";"Centre Ville Ouest";"C";"X";1012.275;2
"9423C";"Ivry";"2022";"940410105";"Centre Ville Sud";"C";"X";3281.885;10
"9423C";"Ivry";"2022";"940410106";"Parmentier Nord";"C";"X";8456.10965;9
"9423C";"Ivry";"2022";"940410107";"Gagarine";"C";"X";513.8;1
"9423C";"Ivry";"2022";"940410108";"Centre Ville Nord";"C";"X";12997.595;13
"9423C";"Ivry";"2022";"940410110";"Centre Ville Est";"C";"X";8042.27596725;7
"9423C";"Ivry";"2022";"940410202";"Petit Ivry Nord";"C";"X";436.13;1
"9423C";"Ivry";"2022";"940410203";"Petit Ivry Sud";"C";"X";2333.83;7
"9423C";"Ivry";"2022";"940410204";"Cité Pierre et Marie Curie";"C";"X";5517;2
"9423C";"Ivry";"2022";"940410205";"Hoche-Le Galleu";"C";"X";6507.17396;13
"9423C";"Ivry";"2022";"940410206";"Plateau Nord";"C";"X";5869.9249935;3
"9423C";"Ivry";"2022";"940410208";"Danton Ouest";"C";"X";1863.235;4
"9423C";"Ivry";"2022";"940410211";"Danton Est";"C";"X";1215.305;3
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740102";"Lutèce-Bergerie";"C";"R";795;4
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740102";"Lutèce-Bergerie";"C";"T";"secret";"secret"
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740103";"Centre Ville";"C";"R";6399;8
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740103";"Centre Ville";"C";"T";332;2
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740104";"Vignes-Coteau";"C";"T";594;4
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740105";"Pologne-Saint-Martin";"C";"R";8876;8
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740105";"Pologne-Saint-Martin";"C";"T";914;6
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740108";"Val Pompadour-L'Étang étendu";"C";"R";3229;9
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940740108";"Val Pompadour-L'Étang étendu";"C";"T";496;2
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780102";"Kennedy";"C";"R";1299;9
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780102";"Kennedy";"C";"T";1747;10
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780103";"Hôtel de Ville";"C";"T";"secret";"secret"
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780104";"Bois Matar";"C";"R";2063;6
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780104";"Bois Matar";"C";"T";"secret";"secret"
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780105";"Gustave Flaubert";"C";"R";2321;5
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780203";"Secteur Valenton";"C";"R";5048;36
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780203";"Secteur Valenton";"C";"T";"secret";"secret"
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780205";"Sellier";"C";"R";5026;13
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780206";"Robert Schumann";"C";"R";3426.36975927734;6
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780206";"Robert Schumann";"C";"T";3090.68911743164;6
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780207";"Thimonnier";"C";"R";4842.22606030273;5
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780207";"Thimonnier";"C";"T";446;4
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780208";"Bernard de Palissy";"C";"R";1429;6
"9424C";"R?seau de Villeneuve Saint Georges - SCVG";"2022";"940780208";"Bernard de Palissy";"C";"T";"secret";"secret"
"9429C";"ALFORVILLE";"2022";"940020106";"Micolon 14 Juillet";"C";"X";8560;5
"9501C";"ZAC CROIX ROUGE";"2022";"956070103";"Les Lignières";"C";"X";939.99;1
"9501C";"ZAC CROIX ROUGE";"2022";"956070110";"Bois des Aulnaies";"C";"X";4098.81;7
"9501C";"ZAC CROIX ROUGE";"2022";"956070111";"Les Sarments";"C";"X";4943.37;7
"9501C";"ZAC CROIX ROUGE";"2022";"956070112";"Vaucelles";"C";"X";1295.16;1
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"930590101";"Nord";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"930590102";"Maroc";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"930720114";"Maroc";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850101";"Mont de Gif-Haut du Roy";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850102";"Jaurès";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850103";"Neruda";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850104";"Gare-Romain Rolland";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850105";"Centre Sportif Mandela";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850106";"Saint-Exupéry";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850107";"Anatole France";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850108";"Les Flanades";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850109";"Bois de Lochères";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850110";"Les Sablons";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850111";"Pasteur";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850117";"Les Rosiers";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850118";"Chantepie";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850119";"Mermoz";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850120";"Saint-Saëns";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850121";"Macé-André Gide";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850122";"Les Vignes Blanches";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850123";"Anne Frank";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850124";"Les Mureaux";"C";"nd";"nd";"nd"
"9502C";"Grand Ensemble Sarcelles-Locheres";"2022";"955850125";"Paul Herbe";"C";"nd";"nd";"nd"
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270101";"Clairières-Châteaux-Zone Agricole";"C";"R";5157.41965445798;5
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270101";"Clairières-Châteaux-Zone Agricole";"C";"T";481.486884152123;1
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270102";"Touleuses-Bocages";"C";"R";7284.56995118868;7
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270102";"Touleuses-Bocages";"C";"T";4831.36719106648;4
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270103";"Plants-I.U.F.M.";"C";"R";6544.00263370439;4
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270103";"Plants-I.U.F.M.";"C";"T";3299.32392808231;4
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270104";"Préfecture";"C";"R";10530.2470590301;16
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270104";"Préfecture";"C";"T";16283.268005759;25
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270105";"Chemin Dupuis-Paradis";"C";"R";5850.83470871229;7
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270105";"Chemin Dupuis-Paradis";"C";"T";10420.2251114935;10
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270106";"Port Ham-Village";"C";"R";560.242037433719;2
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270107";"Croix Petit-Chênes d'Or";"C";"R";7432.08635038803;19
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270107";"Croix Petit-Chênes d'Or";"C";"T";1434.08122344348;2
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270108";"Zone Agricole";"C";"R";"secret";"secret"
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270108";"Zone Agricole";"C";"T";709.359834252204;5
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270109";"Cité Artisanale-Chauffours";"C";"R";3492.75694420058;10
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270109";"Cité Artisanale-Chauffours";"C";"T";5313.2791375496;8
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270110";"Reste des Chênes-Le Ponceau";"C";"R";12312.8892790673;6
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270110";"Reste des Chênes-Le Ponceau";"C";"T";3237.62069389332;8
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270111";"Les Linandes";"C";"R";10212.9034308389;8
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270111";"Les Linandes";"C";"T";993.993433297047;3
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270112";"Justice-Heuruelles";"C";"R";10226.6438178179;7
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270112";"Justice-Heuruelles";"C";"T";542.033553393967;1
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270113";"La Sébille";"C";"R";2301.06010113425;2
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270113";"La Sébille";"C";"T";465.680496541068;3
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270114";"Les Terrasses-Axe Majeur-Lauterne";"C";"R";5254.84789479229;7
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270115";"Les Genottes";"C";"R";5999.95250553078;4
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270115";"Les Genottes";"C";"T";305.046476103522;1
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270116";"Verger-Belle Épine";"C";"R";5006.74000070232;3
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270116";"Verger-Belle Épine";"C";"T";247.682831758963;1
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270117";"Petit Albi";"C";"R";2647.78245601714;4
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270117";"Petit Albi";"C";"T";1253.63732134705;1
"9503C";"R?seau de Cergy - Pontoise";"2022";"951270118";"Bastide-Horloge";"C";"R";7334.8558134635;28
