"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"9302C";"Bagnolet";"2021";"930480402";"La Noue-Clos Français-Guilands 2";"C";"X";"9931";"5"
"9302C";"Bagnolet";"2021";"930480403";"La Noue-Clos Français-Guilands 3";"C";"X";"6130";"3"
"9302C";"Bagnolet";"2021";"930480404";"La Noue-Clos Français-Guilands 4";"C";"X";"2594";"6"
"9303C";"Zup de Bobigny";"2021";"721810803";"Fontenelles";"C";"X";"409";"1"
"9303C";"Zup de Bobigny";"2021";"930080101";"Les Vignes 1";"C";"X";"1815.82112524752";"4"
"9303C";"Zup de Bobigny";"2021";"930080102";"Bourse du Travail 1";"C";"X";"6078";"6"
"9303C";"Zup de Bobigny";"2021";"930080106";"Édouard Vaillant 1";"C";"X";"4823";"6"
"9303C";"Zup de Bobigny";"2021";"930080107";"Édouard Vaillant 2";"C";"X";"408.110869565217";"2"
"9303C";"Zup de Bobigny";"2021";"930080108";"Édouard Vaillant 3";"C";"X";"549.862173913044";"3"
"9303C";"Zup de Bobigny";"2021";"930080109";"Édouard Vaillant 4";"C";"X";"1659";"2"
"9303C";"Zup de Bobigny";"2021";"930080110";"Édouard Vaillant 5";"C";"X";"3394.77733404721";"7"
"9303C";"Zup de Bobigny";"2021";"930080111";"Préfecture 1";"C";"X";"10466.9455825149";"14"
"9303C";"Zup de Bobigny";"2021";"930080112";"Préfecture 2";"C";"X";"19258.4832622778";"19"
"9303C";"Zup de Bobigny";"2021";"930080113";"Préfecture 3";"C";"X";"9086.00892404183";"9"
"9303C";"Zup de Bobigny";"2021";"930080114";"Préfecture 4";"C";"X";"18516.9562239428";"15"
"9303C";"Zup de Bobigny";"2021";"930080115";"Bourse du Travail 2";"C";"X";"2264.03217391304";"5"
"9303C";"Zup de Bobigny";"2021";"930080116";"Bourse du Travail 3";"C";"X";"623";"2"
"9303C";"Zup de Bobigny";"2021";"930080117";"Bourse du Travail 4";"C";"X";"2428";"3"
"9303C";"Zup de Bobigny";"2021";"930080118";"Préfecture 5";"C";"X";"5135.88387475248";"8"
"9303C";"Zup de Bobigny";"2021";"930080119";"Les Vignes 4";"C";"X";"3623";"8"
"9303C";"Zup de Bobigny";"2021";"930290301";"La Muette 1";"C";"X";"51";"1"
"9303C";"Zup de Bobigny";"2021";"930290302";"La Muette 2";"C";"X";"270";"2"
"9303C";"Zup de Bobigny";"2021";"930290401";"Village Parisien 1";"C";"X";"418";"1"
"9303C";"Zup de Bobigny";"2021";"930290402";"Village Parisien 2";"C";"X";"50";"1"
"9303C";"Zup de Bobigny";"2021";"930290403";"Village Parisien 3";"C";"X";"2600";"7"
"9303C";"Zup de Bobigny";"2021";"930290501";"La Mare 1";"C";"X";"secret";"secret"
"9303C";"Zup de Bobigny";"2021";"930290601";"Drancy Centre 1";"C";"X";"1932";"4"
"9303C";"Zup de Bobigny";"2021";"930290602";"Drancy Centre 2";"C";"X";"secret";"secret"
"9303C";"Zup de Bobigny";"2021";"930290603";"Drancy Centre 3";"C";"X";"23.525652173913";"1"
"9303C";"Zup de Bobigny";"2021";"930290604";"Drancy Centre 4";"C";"X";"726.883025610482";"1"
"9303C";"Zup de Bobigny";"2021";"930290701";"Petit Drancy 1";"C";"X";"2519.1147826087";"2"
"9303C";"Zup de Bobigny";"2021";"930290702";"Petit Drancy 2";"C";"X";"3713";"2"
"9304C";"Sevran";"2021";"930710106";"Beaudottes Anciennes 1";"C";"R";"14360";"4"
"9304C";"Sevran";"2021";"930710107";"Beaudottes Anciennes 2";"C";"R";"5691";"5"
"9304C";"Sevran";"2021";"930710107";"Beaudottes Anciennes 2";"C";"T";"805";"1"
"9304C";"Sevran";"2021";"930710108";"Beaudottes Anciennes 4";"C";"R";"8837";"13"
"9304C";"Sevran";"2021";"930710108";"Beaudottes Anciennes 4";"C";"T";"2911";"8"
"9304C";"Sevran";"2021";"930710109";"Centre Ville 2";"C";"R";"7181";"3"
"9304C";"Sevran";"2021";"930710109";"Centre Ville 2";"C";"T";"2806";"6"
"9304C";"Sevran";"2021";"930710111";"Butte Montceleux";"C";"R";"11393";"7"
"9304C";"Sevran";"2021";"930710111";"Butte Montceleux";"C";"T";"468";"1"
"9304C";"Sevran";"2021";"930710112";"Pont Blanc 1";"C";"R";"15447";"2"
"9304C";"Sevran";"2021";"930710113";"Pont Blanc 2";"C";"T";"430";"2"
"9304C";"Sevran";"2021";"930710116";"Centre Ville 1";"C";"T";"secret";"secret"
"9304C";"Sevran";"2021";"930780106";"Nord-Est Hôpital";"C";"T";"secret";"secret"
"9305C";"Zup des Fauvettes";"2021";"930500103";"Iris 3";"C";"R";"7548.101";"8"
"9305C";"Zup des Fauvettes";"2021";"930500103";"Iris 3";"C";"T";"1318";"4"
"9305C";"Zup des Fauvettes";"2021";"930500105";"Iris 5";"C";"R";"2209.9";"3"
"9305C";"Zup des Fauvettes";"2021";"930500105";"Iris 5";"C";"T";"2438.5";"5"
"9305C";"Zup des Fauvettes";"2021";"930500106";"Iris 6";"C";"T";"1035.9";"2"
"9305C";"Zup des Fauvettes";"2021";"930500108";"Iris 8";"C";"R";"5087.7";"5"
"9305C";"Zup des Fauvettes";"2021";"930500108";"Iris 8";"C";"T";"555";"3"
"9305C";"Zup des Fauvettes";"2021";"930500109";"Iris 9";"C";"R";"6786.2";"5"
"9305C";"Zup des Fauvettes";"2021";"930500109";"Iris 9";"C";"T";"1360.8";"2"
"9305C";"Zup des Fauvettes";"2021";"930500110";"Iris 10";"C";"R";"9582.9";"7"
"9305C";"Zup des Fauvettes";"2021";"930500110";"Iris 10";"C";"T";"1000";"3"
"9305C";"Zup des Fauvettes";"2021";"930500111";"Iris 11";"C";"R";"11973.1";"5"
"9305C";"Zup des Fauvettes";"2021";"930500111";"Iris 11";"C";"T";"602.2";"3"
"9305C";"Zup des Fauvettes";"2021";"930500112";"Iris 12";"C";"R";"3098.3";"3"
"9305C";"Zup des Fauvettes";"2021";"930500112";"Iris 12";"C";"T";"3014.5";"4"
"9305C";"Zup des Fauvettes";"2021";"930500113";"Iris 13";"C";"R";"4815.699";"1"
"9305C";"Zup des Fauvettes";"2021";"930500113";"Iris 13";"C";"T";"647";"1"
"9305C";"Zup des Fauvettes";"2021";"930500114";"Iris 14";"C";"R";"3558.7";"13"
"9306C";"Villepinte";"2021";"930780104";"Nord-Est Mousseaux";"C";"T";"5221";"10"
"9306C";"Villepinte";"2021";"930780105";"Nord-Est Parc";"C";"R";"5592";"2"
"9306C";"Villepinte";"2021";"930780105";"Nord-Est Parc";"C";"T";"951";"2"
"9306C";"Villepinte";"2021";"930780106";"Nord-Est Hôpital";"C";"R";"1911";"4"
"9306C";"Villepinte";"2021";"930780106";"Nord-Est Hôpital";"C";"T";"955";"4"
"9306C";"Villepinte";"2021";"930780108";"Sud-Est Picasso";"C";"R";"4508";"3"
"9306C";"Villepinte";"2021";"930780108";"Sud-Est Picasso";"C";"T";"25";"1"
"9306C";"Villepinte";"2021";"930780109";"Sud-Est Pasteur";"C";"R";"8132";"8"
"9306C";"Villepinte";"2021";"930780109";"Sud-Est Pasteur";"C";"T";"560";"3"
"9306C";"Villepinte";"2021";"930780110";"Sud-Est Roseraie";"C";"R";"1586";"3"
"9306C";"Villepinte";"2021";"930780110";"Sud-Est Roseraie";"C";"T";"835";"3"
"9306C";"Villepinte";"2021";"930780111";"Sud-Est Zonedac";"C";"R";"3208";"1"
"9306C";"Villepinte";"2021";"930780111";"Sud-Est Zonedac";"C";"T";"1658";"2"
"9306C";"Villepinte";"2021";"930780112";"Sud-Est Europe";"C";"R";"5602";"3"
"9306C";"Villepinte";"2021";"930780112";"Sud-Est Europe";"C";"T";"457";"1"
"9306C";"Villepinte";"2021";"930780113";"Sud-Ouest Bellevue";"C";"R";"1282";"2"
"9306C";"Villepinte";"2021";"930780113";"Sud-Ouest Bellevue";"C";"T";"1015";"3"
"9306C";"Villepinte";"2021";"930780114";"Sud-Ouest Centrale";"C";"T";"547";"2"
"9306C";"Villepinte";"2021";"930780115";"Sud-Est Mallet";"C";"R";"5355";"3"
"9306C";"Villepinte";"2021";"930780115";"Sud-Est Mallet";"C";"T";"860";"2"
"9309C";"SEBIO";"2021";"930050501";"Émile Zola 1";"C";"X";"12639.55";"27"
"9309C";"SEBIO";"2021";"930050502";"Émile Zola 2";"C";"X";"2789";"3"
"9309C";"SEBIO";"2021";"930050603";"Bourg 3";"C";"X";"290";"1"
"9309C";"SEBIO";"2021";"930710101";"Rougemont Est";"C";"X";"8346.2";"16"
"9309C";"SEBIO";"2021";"930710102";"Rougemont Ouest 2";"C";"X";"7563.3";"10"
"9309C";"SEBIO";"2021";"930710103";"Rougemont Ouest 1";"C";"X";"9583";"17"
"9309C";"SEBIO";"2021";"930710117";"Perrin 2";"C";"X";"4639.2";"5"
"9309C";"SEBIO";"2021";"930710118";"Perrin 1";"C";"X";"4804.5";"11"
"9309C";"SEBIO";"2021";"930710119";"Freinville";"C";"X";"6174";"6"
"9311C";"Le Chêne Pointu";"2021";"930140104";"Iris 3";"C";"nd";"nd";"nd"
"9311C";"Le Chêne Pointu";"2021";"930140109";"Iris 8";"C";"nd";"nd";"nd"
"9311C";"Le Chêne Pointu";"2021";"930140110";"Iris 9";"C";"nd";"nd";"nd"
"9311C";"Le Chêne Pointu";"2021";"930140111";"Iris 10";"C";"nd";"nd";"nd"
"9311C";"Le Chêne Pointu";"2021";"930140112";"Iris 11";"C";"nd";"nd";"nd"
"9312C";"Le Gros Saule";"2021";"930050701";"Gros Saule 1";"C";"T";"secret";"secret"
"9312C";"Le Gros Saule";"2021";"930050702";"Gros Saule 2";"C";"R";"6334";"5"
"9312C";"Le Gros Saule";"2021";"930050702";"Gros Saule 2";"C";"T";"838";"2"
"9312C";"Le Gros Saule";"2021";"930050703";"Gros Saule 3";"C";"R";"8981.5";"7"
"9312C";"Le Gros Saule";"2021";"930050703";"Gros Saule 3";"C";"T";"538";"1"
"9312C";"Le Gros Saule";"2021";"930050801";"Ambourget 1";"C";"R";"6512";"4"
"9312C";"Le Gros Saule";"2021";"930050801";"Ambourget 1";"C";"T";"691";"1"
"9312C";"Le Gros Saule";"2021";"930050802";"Ambourget 2";"C";"R";"secret";"secret"
"9312C";"Le Gros Saule";"2021";"930050803";"Ambourget 3";"C";"T";"867";"1"
"9312C";"Le Gros Saule";"2021";"930050804";"Ambourget 4";"C";"R";"5199";"6"
"9312C";"Le Gros Saule";"2021";"930050805";"Ambourget 5";"C";"R";"8180.3347144";"4"
"9312C";"Le Gros Saule";"2021";"930050805";"Ambourget 5";"C";"T";"486";"1"
"9312C";"Le Gros Saule";"2021";"930710105";"Savigny 2";"C";"R";"3824.2";"1"
"9313C";"La Courneuve";"2021";"930270103";"Mairie";"C";"R";"secret";"secret"
"9313C";"La Courneuve";"2021";"930270104";"Convention";"C";"R";"10354.3";"8"
"9313C";"La Courneuve";"2021";"930270104";"Convention";"C";"T";"881";"5"
"9313C";"La Courneuve";"2021";"930270110";"Braque Orme Seul";"C";"R";"7852.59";"14"
"9313C";"La Courneuve";"2021";"930270110";"Braque Orme Seul";"C";"T";"461";"3"
"9313C";"La Courneuve";"2021";"930270111";"La Tour";"C";"R";"15806.97";"25"
"9313C";"La Courneuve";"2021";"930270111";"La Tour";"C";"T";"2269.05";"11"
"9313C";"La Courneuve";"2021";"930270113";"6 Routes";"C";"R";"8220.29";"5"
"9313C";"La Courneuve";"2021";"930270113";"6 Routes";"C";"T";"759.68";"2"
"9313C";"La Courneuve";"2021";"930270114";"Verlaine";"C";"R";"10954.86";"25"
"9313C";"La Courneuve";"2021";"930270114";"Verlaine";"C";"T";"575";"2"
"9313C";"La Courneuve";"2021";"930270115";"Quinet Cachin";"C";"R";"9374.71";"11"
"9313C";"La Courneuve";"2021";"930270115";"Quinet Cachin";"C";"T";"732.62";"2"
"9313C";"La Courneuve";"2021";"930270119";"Moulin Neuf";"C";"R";"3991.77";"3"
"9314C";"Réseau de Tremblay en France";"2021";"930730304";"Vert Galant 4";"C";"T";"34";"1"
"9314C";"Réseau de Tremblay en France";"2021";"930730401";"Centre Ville 1";"C";"R";"6177";"10"
"9314C";"Réseau de Tremblay en France";"2021";"930730401";"Centre Ville 1";"C";"T";"439";"5"
"9314C";"Réseau de Tremblay en France";"2021";"930730402";"Centre Ville 2";"C";"R";"14464.67";"21"
"9314C";"Réseau de Tremblay en France";"2021";"930730402";"Centre Ville 2";"C";"T";"2623";"2"
"9314C";"Réseau de Tremblay en France";"2021";"930730403";"Centre Ville 3";"C";"R";"12474.67";"18"
"9314C";"Réseau de Tremblay en France";"2021";"930730403";"Centre Ville 3";"C";"T";"2744.6";"4"
"9314C";"Réseau de Tremblay en France";"2021";"930730404";"Centre Ville 4";"C";"R";"4107.04";"8"
"9314C";"Réseau de Tremblay en France";"2021";"930730404";"Centre Ville 4";"C";"T";"645";"3"
"9314C";"Réseau de Tremblay en France";"2021";"930730502";"Bois Saint-Denis 2";"C";"R";"3530";"5"
"9314C";"Réseau de Tremblay en France";"2021";"930730502";"Bois Saint-Denis 2";"C";"T";"2277.3";"5"
"9314C";"Réseau de Tremblay en France";"2021";"930780116";"Sud Gare";"C";"R";"294.73";"1"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070102";"Zone d'Activités Molette";"C";"T";"634";"1"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070103";"Iris 1";"C";"R";"5254";"3"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070103";"Iris 1";"C";"T";"221";"1"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070104";"Iris 2";"C";"R";"3815";"2"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070104";"Iris 2";"C";"T";"242";"1"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070107";"Iris 5";"C";"R";"13545.59";"2"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070107";"Iris 5";"C";"T";"1717.56";"3"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070108";"Iris 7";"C";"R";"8712";"2"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070109";"Iris 6";"C";"R";"3574.14";"1"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070109";"Iris 6";"C";"T";"1897";"3"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070110";"Iris 8";"C";"R";"2116.94";"2"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070114";"Iris 12";"C";"R";"2322";"4"
"9315C";"Réseau du Blanc Mesnil";"2021";"930070114";"Iris 12";"C";"T";"1965";"4"
"9316C";"Reseau de Bondy";"2021";"930100101";"La Flamiche";"C";"R";"secret";"secret"
"9316C";"Reseau de Bondy";"2021";"930100102";"La Terre Saint-Blaise";"C";"R";"3720.32006835938";"4"
"9316C";"Reseau de Bondy";"2021";"930100102";"La Terre Saint-Blaise";"C";"T";"569";"1"
"9316C";"Reseau de Bondy";"2021";"930100104";"Suzanne Buisson";"C";"R";"9913.9296875";"1"
"9316C";"Reseau de Bondy";"2021";"930100105";"Le Château Gobillon";"C";"R";"1671.01409912109";"3"
"9316C";"Reseau de Bondy";"2021";"930100105";"Le Château Gobillon";"C";"T";"1147";"3"
"9316C";"Reseau de Bondy";"2021";"930100106";"Les Merisiers";"C";"R";"472.079956054688";"1"
"9316C";"Reseau de Bondy";"2021";"930100106";"Les Merisiers";"C";"T";"10299.3615722656";"4"
"9316C";"Reseau de Bondy";"2021";"930100107";"La Noue Caillet";"C";"R";"4068.17";"1"
"9316C";"Reseau de Bondy";"2021";"930100107";"La Noue Caillet";"C";"T";"518";"1"
"9316C";"Reseau de Bondy";"2021";"930100108";"Le Parc du Château";"C";"R";"247.150002717972";"2"
"9322F";"Saint Denis froid";"2021";"930661101";"Plaine 01";"F";"X";"17732.72";"37"
"9322F";"Saint Denis froid";"2021";"930661104";"Plaine 04";"F";"X";"1627.27";"5"
"9324C";"Rosny-sous-Bois";"2021";"930481001";"Branly Boissière 1";"C";"X";"9021";"11"
"9324C";"Rosny-sous-Bois";"2021";"930530116";"Londeau 1";"C";"X";"14203";"8"
"9324C";"Rosny-sous-Bois";"2021";"930640103";"Bois Perrier 2";"C";"X";"18335";"8"
"9324C";"Rosny-sous-Bois";"2021";"930640104";"Marnaudes";"C";"X";"5749";"2"
"9324C";"Rosny-sous-Bois";"2021";"930640110";"Boutours";"C";"X";"4244";"7"
"9324C";"Rosny-sous-Bois";"2021";"930640111";"Fort de Rosny";"C";"X";"10598";"5"
"9324C";"Rosny-sous-Bois";"2021";"930640112";"Colline";"C";"X";"121";"8"
"9324C";"Rosny-sous-Bois";"2021";"930640114";"Boissière";"C";"X";"1313";"4"
"9324C";"Rosny-sous-Bois";"2021";"930640116";"Centre Ville 1";"C";"X";"1778";"3"
"9324C";"Rosny-sous-Bois";"2021";"930640117";"Centre Ville 2";"C";"X";"4193";"5"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930390103";"Sud";"C";"X";"5790";"6"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930700104";"Secteur 4";"C";"X";"638";"1"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930700106";"Secteur 6";"C";"X";"419";"1"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930700107";"Secteur 7";"C";"X";"2460";"2"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930700108";"Secteur 8";"C";"X";"2655";"4"
"9326C";"Réseau de chaleur de la ZAC des docks Saint-Ouen";"2021";"930700109";"Secteur 9";"C";"X";"32372";"48"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280201";"La Brèche";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280202";"La Croix des Mèches";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280204";"Hôtel de Ville";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280205";"L'Ormetteau";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280206";"Port-Source";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280207";"L'Échat";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280208";"Montaigut Université";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280209";"Lévrière-Haye aux Moines";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280212";"Pompadour-Grand Marais";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280215";"Le Lac Étendu";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280307";"Les Mèches";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280401";"Cardinaud";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280402";"Casalis";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280403";"Abbaye";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280405";"Côte d'Or-Coteaux du Sud-Sarrasins";"C";"nd";"nd";"nd"
"9402C";"Réseaux de Créteil - Scuc";"2021";"940280406";"La Habette";"C";"nd";"nd";"nd"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220102";"Centre I";"C";"X";"6541";"5"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220105";"Centre Sud";"C";"X";"2784";"9"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220108";"Centre II";"C";"X";"10093";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220109";"Choisy Nord I";"C";"X";"2469";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220110";"Choisy Nord II";"C";"X";"2706";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220113";"République";"C";"X";"794";"3"
"9403C";"Réseau de Choisy-Vitry";"2021";"940220114";"Port";"C";"X";"4809";"10"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810101";"Zone Industrielle";"C";"X";"2263";"5"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810102";"Coquelin";"C";"X";"3625";"10"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810103";"Balzac";"C";"X";"11217";"22"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810105";"8 Mai";"C";"X";"5883";"7"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810106";"Ferme Sud";"C";"X";"2285";"2"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810107";"Le Mail";"C";"X";"2917";"3"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810108";"Groult";"C";"X";"11524.09";"7"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810110";"Joliot-Curie";"C";"X";"12939";"12"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810112";"Les Combattants";"C";"X";"0";"2"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810201";"Le Moulin Vert";"C";"X";"17393";"37"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810202";"Parc des Lilas";"C";"X";"secret";"secret"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810203";"Rabelais Commune de Paris 1";"C";"X";"15977";"14"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810204";"La Petite Saussaie Commune de Paris 2";"C";"X";"8369";"5"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810205";"Paul Eluard";"C";"X";"8991";"15"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810206";"Clos Langlois";"C";"X";"8744";"5"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810207";"Le Moulin Neuf";"C";"X";"7752";"11"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810208";"Colonel Fabien";"C";"X";"7910";"4"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810210";"Édouard Til";"C";"X";"6506";"5"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810212";"Le Coteau";"C";"X";"425";"2"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810303";"Stalingrad Ouest";"C";"X";"3323";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810304";"Stalingrad Est";"C";"X";"secret";"secret"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810307";"Barbusse";"C";"X";"11159";"8"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810308";"Robespierre";"C";"X";"3563";"4"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810309";"Abbé Derry";"C";"X";"9167";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810310";"Marché";"C";"X";"6253";"6"
"9403C";"Réseau de Choisy-Vitry";"2021";"940810312";"Port à l'Anglais";"C";"X";"8440";"13"
"9406C";"Ivry";"2021";"940410301";"Ivry Port Nord";"C";"X";"1270";"4"
"9406C";"Ivry";"2021";"940410302";"Ivry Port Centre";"C";"X";"1901";"6"
"9406C";"Ivry";"2021";"940410304";"Ivry Port Sud";"C";"X";"7316";"19"
"9409C";"Sucy en Brie";"2021";"940710102";"La Fosse Rouge";"C";"R";"9235";"1"
"9409C";"Sucy en Brie";"2021";"940710102";"La Fosse Rouge";"C";"T";"402";"1"
"9409C";"Sucy en Brie";"2021";"940710103";"La Cité Verte";"C";"R";"10503.3333333333";"6"
"9409C";"Sucy en Brie";"2021";"940710103";"La Cité Verte";"C";"T";"694";"2"
"9409C";"Sucy en Brie";"2021";"940710104";"Les Monrois-Fontaine de Villiers";"C";"R";"5794";"6"
"9409C";"Sucy en Brie";"2021";"940710109";"Le Centre";"C";"R";"3602";"4"
"9409C";"Sucy en Brie";"2021";"940710109";"Le Centre";"C";"T";"587";"4"
"9410C";"Réseau de Cachan";"2021";"940160101";"Centre Ville 1";"C";"X";"16257.63";"15"
"9410C";"Réseau de Cachan";"2021";"940160102";"Cité Jardins";"C";"X";"1650.8";"4"
"9410C";"Réseau de Cachan";"2021";"940160104";"Centre Ville 2";"C";"X";"363";"1"
"9410C";"Réseau de Cachan";"2021";"940160106";"La Plaine 1";"C";"X";"8055";"6"
"9410C";"Réseau de Cachan";"2021";"940160107";"La Plaine 2";"C";"X";"8711.32";"10"
"9410C";"Réseau de Cachan";"2021";"940160108";"Prairie";"C";"X";"17310.16";"33"
"9410C";"Réseau de Cachan";"2021";"940160111";"Grange-Ory Lumières 2";"C";"X";"2334";"8"
"9412C";"MA1";"2021";"940460302";"Charentonneau 2";"C";"X";"149699.324536987";"134"
"9413C";"Thiais";"2021";"940730105";"La Couture du Moulin";"C";"R";"9717";"17"
"9413C";"Thiais";"2021";"940730105";"La Couture du Moulin";"C";"T";"613";"1"
"9413C";"Thiais";"2021";"940730108";"Les Saules";"C";"R";"2626";"2"
"9413C";"Thiais";"2021";"940730108";"Les Saules";"C";"T";"647";"1"
"9413C";"Thiais";"2021";"940730109";"Les Néfliers";"C";"R";"1445";"2"
"9413C";"Thiais";"2021";"940730109";"Les Néfliers";"C";"T";"596";"1"
"9413C";"Thiais";"2021";"940730110";"Le Pressoir";"C";"R";"4527";"2"
"9413C";"Thiais";"2021";"940730110";"Le Pressoir";"C";"T";"1909";"3"
"9413C";"Thiais";"2021";"940730111";"Le Coulon";"C";"R";"3201";"4"
"9413C";"Thiais";"2021";"940730112";"Le Pavé de Grignon";"C";"R";"12702";"6"
"9413C";"Thiais";"2021";"940730112";"Le Pavé de Grignon";"C";"T";"828";"2"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110101";"Zone d'Activités";"C";"X";"2292.4";"4"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110102";"Centre Ancien";"C";"X";"2298.89816681147";"7"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110103";"Haut Bonneuil";"C";"X";"4045.99280540998";"7"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110104";"Cité Fabien";"C";"X";"2432.9";"2"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110105";"Saint-Exupéry";"C";"X";"5672.61636352623";"8"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110106";"Salvador Allende";"C";"X";"12074.3544590266";"10"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110107";"République";"C";"X";"6565.60625064586";"17"
"9414C";"Réseau de Bonneuil sur Marne";"2021";"940110108";"Fosse aux Moines";"C";"X";"2503";"3"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210101";"Marché d'Intérêt National Paris-Rungis";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210102";"Larue 1";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210103";"Larue 2";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210104";"Bretagne 1";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210105";"Bretagne 2";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210106";"Centre";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210107";"Sorbiers";"C";"nd";"nd";"nd"
"9415C";"RéseaudeChevilly-LarueL'Haÿ-les-RosesVillejuif";"2021";"940210108";"Saussaie";"C";"nd";"nd";"nd"
