"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"6905C";"Réseau de Lyon chaud";"2021";"693830102";"Jussieu";"C";"X";"2279";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693830103";"Les Halles";"C";"X";"6040";"9"
"6905C";"Réseau de Lyon chaud";"2021";"693830104";"Bonnel-Servient";"C";"X";"7949";"15"
"6905C";"Réseau de Lyon chaud";"2021";"693830105";"Mutualité-Liberté";"C";"X";"1275";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693830201";"Moncey";"C";"X";"1352";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693830202";"Voltaire";"C";"X";"361";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693830203";"Saxe-Villeroy";"C";"X";"818";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693830204";"Saint-Amour";"C";"X";"4591";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693830205";"Mairie-Saint-Sacrement";"C";"X";"5014";"7"
"6905C";"Réseau de Lyon chaud";"2021";"693830301";"Part Dieu";"C";"X";"35572.65";"25"
"6905C";"Réseau de Lyon chaud";"2021";"693830302";"Danton-Bir Hakeim";"C";"X";"6366.411";"14"
"6905C";"Réseau de Lyon chaud";"2021";"693830401";"Villette Gare";"C";"X";"3408";"10"
"6905C";"Réseau de Lyon chaud";"2021";"693830402";"Richerand-Petites Sœurs";"C";"X";"9225";"10"
"6905C";"Réseau de Lyon chaud";"2021";"693830403";"Pompidou";"C";"X";"893";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693830404";"Baraban-Ferrandière";"C";"X";"5577";"5"
"6905C";"Réseau de Lyon chaud";"2021";"693830405";"Saint-Anne de Baraban";"C";"X";"2470";"5"
"6905C";"Réseau de Lyon chaud";"2021";"693830501";"Villette-Paul Bert";"C";"X";"7717";"6"
"6905C";"Réseau de Lyon chaud";"2021";"693830502";"Paul Bert-Maisons Neuves";"C";"X";"1501";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693830602";"Dauphiné-Montluc";"C";"X";"1513";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693830801";"Feuillat Harmonie";"C";"X";"1133";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693830803";"Grange Blanche";"C";"X";"25400";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693830804";"Chaussagne Desgenettes";"C";"X";"9519";"5"
"6905C";"Réseau de Lyon chaud";"2021";"693830902";"Chambovet-Pinel";"C";"X";"73";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693860102";"Le Parc";"C";"X";"5071";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693860103";"Les Belges";"C";"X";"1005";"5"
"6905C";"Réseau de Lyon chaud";"2021";"693860201";"Puvis de Chavannes";"C";"X";"secret";"secret"
"6905C";"Réseau de Lyon chaud";"2021";"693860202";"Mongolfier-Le Lycée";"C";"X";"9009";"10"
"6905C";"Réseau de Lyon chaud";"2021";"693860301";"Maréchal Lyautey";"C";"X";"910";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693860302";"Kléber";"C";"X";"1011";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693860303";"Vitton";"C";"X";"2100";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693860304";"Les Brotteaux";"C";"X";"2913.056";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693860403";"Edgard Quinet";"C";"X";"2071";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693860501";"Mairie";"C";"X";"2657";"7"
"6905C";"Réseau de Lyon chaud";"2021";"693860502";"L'Europe";"C";"X";"5149";"5"
"6905C";"Réseau de Lyon chaud";"2021";"693860503";"Vauban";"C";"X";"5039";"9"
"6905C";"Réseau de Lyon chaud";"2021";"693860601";"Jules Ferry";"C";"X";"4308";"11"
"6905C";"Réseau de Lyon chaud";"2021";"693860603";"Juliette Récamier";"C";"X";"1375";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693860701";"Bellecombe-Thiers";"C";"X";"4325";"12"
"6905C";"Réseau de Lyon chaud";"2021";"693860702";"Les Charmettes-Lafayette";"C";"X";"1898";"6"
"6905C";"Réseau de Lyon chaud";"2021";"693870102";"Universités";"C";"X";"12685";"8"
"6905C";"Réseau de Lyon chaud";"2021";"693870103";"Centre Berthelot";"C";"X";"4941";"7"
"6905C";"Réseau de Lyon chaud";"2021";"693870401";"Domer";"C";"X";"1167";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693870402";"Jean Macé";"C";"X";"1697";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693870501";"Jules Brunard";"C";"X";"556";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693870502";"Stalingrad";"C";"X";"3670";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693870503";"Lamothe";"C";"X";"652";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693870601";"Yves Farges";"C";"X";"15124";"25"
"6905C";"Réseau de Lyon chaud";"2021";"693870602";"Le Fleuve";"C";"X";"1133";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693870603";"Le Rhône";"C";"X";"2812";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693870703";"Cité Jardin";"C";"X";"1737";"4"
"6905C";"Réseau de Lyon chaud";"2021";"693870801";"Marcel Mérieux";"C";"X";"10387";"12"
"6905C";"Réseau de Lyon chaud";"2021";"693870802";"Tony Garnier";"C";"X";"21548.75";"41"
"6905C";"Réseau de Lyon chaud";"2021";"693870901";"La Mouche-Le Port";"C";"X";"1868";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693880101";"Jean Moulin";"C";"X";"3176";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880102";"Colbert";"C";"X";"secret";"secret"
"6905C";"Réseau de Lyon chaud";"2021";"693880105";"Marius Berliet Sud";"C";"X";"5498";"8"
"6905C";"Réseau de Lyon chaud";"2021";"693880202";"Les Alouettes-Bachut";"C";"X";"2818";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880301";"Laennec";"C";"X";"12280";"7"
"6905C";"Réseau de Lyon chaud";"2021";"693880302";"Rockefeller-La Buire";"C";"X";"16455";"13"
"6905C";"Réseau de Lyon chaud";"2021";"693880303";"Bataille";"C";"X";"8030.153";"6"
"6905C";"Réseau de Lyon chaud";"2021";"693880401";"Latarget-Mermoz";"C";"X";"9506";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880402";"La Trinité-Mermoz";"C";"X";"3151";"12"
"6905C";"Réseau de Lyon chaud";"2021";"693880403";"Genton-Ranvier";"C";"X";"3576";"6"
"6905C";"Réseau de Lyon chaud";"2021";"693880404";"Mairie";"C";"X";"3743";"10"
"6905C";"Réseau de Lyon chaud";"2021";"693880503";"Général André";"C";"X";"1032";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693880601";"Langlet Santy";"C";"X";"485";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880602";"Grange Rouge";"C";"X";"5545";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693880603";"Viviani";"C";"X";"7223";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693880701";"Le Bocage";"C";"X";"550";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880702";"États-Unis";"C";"X";"923";"1"
"6905C";"Réseau de Lyon chaud";"2021";"693880801";"Moulin à Vent";"C";"X";"4608";"3"
"6905C";"Réseau de Lyon chaud";"2021";"693880802";"Audibert-La Virotte";"C";"X";"1782";"2"
"6905C";"Réseau de Lyon chaud";"2021";"693880901";"Petite Guille";"C";"X";"64";"1"
"6905F";"Réseau de Lyon froid";"2021";"692660401";"Stalingrad";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830102";"Jussieu";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830103";"Les Halles";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830104";"Bonnel-Servient";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830301";"Part Dieu";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830302";"Danton-Bir Hakeim";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830401";"Villette Gare";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830402";"Richerand-Petites Sœurs";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830403";"Pompidou";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830501";"Villette-Paul Bert";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693830602";"Dauphiné-Montluc";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693860304";"Les Brotteaux";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693860503";"Vauban";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693860601";"Jules Ferry";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693860701";"Bellecombe-Thiers";"F";"nd";"nd";"nd"
"6905F";"Réseau de Lyon froid";"2021";"693860702";"Les Charmettes-Lafayette";"F";"nd";"nd";"nd"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560102";"Z.A. Est";"C";"X";"332.61";"1"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560201";"Village Centre";"C";"X";"secret";"secret"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560202";"Village Sud";"C";"X";"4485.22";"16"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560203";"Village Nord";"C";"X";"1724.86";"4"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560301";"Grappinière-Petit Pont";"C";"X";"5578.402";"19"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560302";"Grolières-Noirettes";"C";"X";"13930.116";"12"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560401";"Sauveteur Sud";"C";"X";"10297.55";"13"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560402";"Sauveteur Nord";"C";"X";"9498.97";"9"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560403";"Mas du Taureau Nord";"C";"X";"1727.369";"3"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560404";"Mas du Taureau Sud";"C";"X";"6763.25";"4"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560405";"Pré de L'Herbe";"C";"X";"3766.705";"5"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560501";"Pont des Planches";"C";"X";"5777.65";"14"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560601";"Écoin-Thibaude";"C";"X";"6902.572";"8"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560602";"Vernay";"C";"X";"7698.12";"4"
"6906C";"Réseau de Vaulx en Velin";"2021";"692560603";"Verchères";"C";"X";"19814.45";"39"
"6912C";"GIVORS";"2021";"690910101";"Vernes Haut";"C";"R";"5585";"6"
"6912C";"GIVORS";"2021";"690910101";"Vernes Haut";"C";"T";"384";"2"
"6912C";"GIVORS";"2021";"690910102";"Bas Vernes";"C";"R";"8135";"8"
"6912C";"GIVORS";"2021";"690910102";"Bas Vernes";"C";"T";"4434";"5"
"6912C";"GIVORS";"2021";"690910103";"Les Coteaux";"C";"T";"813";"2"
"6912C";"GIVORS";"2021";"690910201";"Les Plaines";"C";"R";"2607";"3"
"6912C";"GIVORS";"2021";"690910201";"Les Plaines";"C";"T";"1663";"6"
"6912C";"GIVORS";"2021";"690910202";"Canal";"C";"R";"secret";"secret"
"6912C";"GIVORS";"2021";"690910202";"Canal";"C";"T";"1511";"4"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640102";"Zone d'Activités Est 2";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640201";"Béligny Est";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640202";"Béligny Ouest";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640302";"Troussier-Fongraine";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640303";"Quarantaine";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640401";"Centre Ville Nord";"C";"nd";"nd";"nd"
"6913C";"UIOM Villefranche sur Saône";"2021";"692640601";"Belleroche";"C";"nd";"nd";"nd"
"6923C";"La Tour de Salvagny - ZAC du Contal";"2021";"692500000";"La Tour-de-Salvagny (commune non irisée)";"C";"R";"1139";"4"
"6928C";"Hôpital Nord-Ouest : CH de Villefrance/S.";"2021";"690130000";"Arnas (commune non irisée)";"C";"nd";"nd";"nd"
"6928C";"Hôpital Nord-Ouest : CH de Villefrance/S.";"2021";"690920101";"La Chartonnière";"C";"nd";"nd";"nd"
"6930C";"LES SEMAILLES";"2021";"690880103";"Les Marronniers";"C";"X";"3623";"3"
"6930C";"LES SEMAILLES";"2021";"692860101";"Vancia";"C";"X";"3318";"8"
"6930C";"LES SEMAILLES";"2021";"692860201";"Alagniers Sud";"C";"X";"10655.8";"12"
"6930C";"LES SEMAILLES";"2021";"692860202";"Mont Blanc";"C";"X";"11464";"7"
"6930C";"LES SEMAILLES";"2021";"692860301";"Velette";"C";"X";"10021.6";"6"
"6930C";"LES SEMAILLES";"2021";"692860302";"Leclerc";"C";"X";"17787.5001";"20"
"6930C";"LES SEMAILLES";"2021";"692860303";"Semailles Sud";"C";"X";"11660.4004";"16"
"6930C";"LES SEMAILLES";"2021";"692860304";"Semailles Nord";"C";"X";"8976.6002";"11"
"6930C";"LES SEMAILLES";"2021";"692860401";"Ravel";"C";"X";"14009.8596";"14"
"6930C";"LES SEMAILLES";"2021";"692860402";"Alagniers Nord";"C";"X";"14894.5";"15"
"6930C";"LES SEMAILLES";"2021";"692860501";"Perica-La Roue";"C";"X";"1027";"3"
"6930C";"LES SEMAILLES";"2021";"692860502";"Village";"C";"X";"2606";"10"
"6930C";"LES SEMAILLES";"2021";"692920000";"Sathonay-Camp (commune non irisée)";"C";"X";"16735";"39"
"6931C";"Réseau Sytraival";"2021";"690920103";"Le Bourg La Claire";"C";"X";"1633.75";"2"
"6931C";"Réseau Sytraival";"2021";"691150000";"Limas (commune non irisée)";"C";"X";"secret";"secret"
"6931C";"Réseau Sytraival";"2021";"692640101";"Zone d'Activités Est 1";"C";"X";"937.366";"3"
"6931C";"Réseau Sytraival";"2021";"692640201";"Béligny Est";"C";"X";"5074.915";"9"
"6931C";"Réseau Sytraival";"2021";"692640202";"Béligny Ouest";"C";"X";"2032.35";"2"
"6931C";"Réseau Sytraival";"2021";"692640203";"Lamartine";"C";"X";"73.2";"1"
"6931C";"Réseau Sytraival";"2021";"692640302";"Troussier-Fongraine";"C";"X";"1800.6";"3"
"6931C";"Réseau Sytraival";"2021";"692640303";"Quarantaine";"C";"X";"1273.309";"9"
"6931C";"Réseau Sytraival";"2021";"692640401";"Centre Ville Nord";"C";"X";"1955.8";"2"
"6931C";"Réseau Sytraival";"2021";"692640402";"Centre Ville Sud";"C";"X";"3038.551";"8"
"6931C";"Réseau Sytraival";"2021";"692640501";"Nord-Ouest";"C";"X";"3778.7";"6"
"6931C";"Réseau Sytraival";"2021";"692640601";"Belleroche";"C";"X";"secret";"secret"
"7001C";"Zup des Capucins";"2021";"702790101";"Extérieur Haut";"C";"R";"4539.213";"14"
"7001C";"Zup des Capucins";"2021";"702790101";"Extérieur Haut";"C";"T";"3651.355";"7"
"7001C";"Zup des Capucins";"2021";"702790103";"Ville Haute et Extérieur Bas";"C";"T";"96.088";"1"
"7101C";"Chalon";"2021";"710760101";"Le Stade";"C";"R";"2550";"3"
"7101C";"Chalon";"2021";"710760101";"Le Stade";"C";"T";"692";"4"
"7101C";"Chalon";"2021";"710760102";"La Fontaine aux Loups";"C";"R";"1766";"2"
"7101C";"Chalon";"2021";"710760104";"Plateau Saint-Jean";"C";"R";"10031.68";"15"
"7101C";"Chalon";"2021";"710760104";"Plateau Saint-Jean";"C";"T";"302";"2"
"7101C";"Chalon";"2021";"710760105";"Saint-Jean des Vignes";"C";"R";"1929.416";"23"
"7101C";"Chalon";"2021";"710760105";"Saint-Jean des Vignes";"C";"T";"498";"1"
"7101C";"Chalon";"2021";"710760106";"Deliry";"C";"R";"secret";"secret"
"7101C";"Chalon";"2021";"710760106";"Deliry";"C";"T";"543";"2"
"7101C";"Chalon";"2021";"710760107";"Prés Saint-Jean Lac";"C";"R";"5917";"21"
"7101C";"Chalon";"2021";"710760107";"Prés Saint-Jean Lac";"C";"T";"1470";"5"
"7101C";"Chalon";"2021";"710760108";"Prés Saint-Jean Sud";"C";"R";"7356";"10"
"7101C";"Chalon";"2021";"710760108";"Prés Saint-Jean Sud";"C";"T";"849";"7"
"7101C";"Chalon";"2021";"710760109";"Prés Saint-Jean Nord";"C";"R";"6584";"9"
"7101C";"Chalon";"2021";"710760109";"Prés Saint-Jean Nord";"C";"T";"1456";"4"
"7101C";"Chalon";"2021";"710760110";"Aubépin";"C";"I";"3794";"1"
"7101C";"Chalon";"2021";"710760110";"Aubépin";"C";"R";"6495";"17"
"7101C";"Chalon";"2021";"710760110";"Aubépin";"C";"T";"3185";"6"
"7101C";"Chalon";"2021";"710760111";"Champ Fleuri-Verrerie";"C";"R";"3393";"4"
"7101C";"Chalon";"2021";"710760111";"Champ Fleuri-Verrerie";"C";"T";"951";"3"
"7101C";"Chalon";"2021";"710760112";"Colombière";"C";"R";"8453";"9"
"7101C";"Chalon";"2021";"710760112";"Colombière";"C";"T";"671";"2"
"7101C";"Chalon";"2021";"710760113";"Garibaldi";"C";"R";"7252.122";"9"
"7101C";"Chalon";"2021";"710760113";"Garibaldi";"C";"T";"191";"2"
"7101C";"Chalon";"2021";"710760114";"Laennec";"C";"R";"5196.009";"5"
"7101C";"Chalon";"2021";"710760115";"Citadelle";"C";"T";"279";"1"
"7101C";"Chalon";"2021";"710760116";"Matthias";"C";"R";"3062.242";"5"
"7101C";"Chalon";"2021";"710760116";"Matthias";"C";"T";"10767.407";"11"
"7101C";"Chalon";"2021";"710760117";"Centre";"C";"T";"2641";"7"
"7101C";"Chalon";"2021";"710760119";"Boucicaut-Saint-Cosme";"C";"R";"8056.007";"26"
"7101C";"Chalon";"2021";"710760119";"Boucicaut-Saint-Cosme";"C";"T";"3586.0001";"14"
"7101C";"Chalon";"2021";"710760120";"Bellevue-Charreaux";"C";"R";"781";"2"
"7101C";"Chalon";"2021";"710760120";"Bellevue-Charreaux";"C";"T";"10531";"3"
"7102C";"Montceau les mines";"2021";"710400101";"Ouest";"C";"T";"2324";"6"
"7102C";"Montceau les mines";"2021";"713060103";"La Saule";"C";"T";"471";"2"
"7102C";"Montceau les mines";"2021";"713060104";"Sainte-Salengro";"C";"T";"736";"5"
"7102C";"Montceau les mines";"2021";"713060105";"Bellevue";"C";"R";"1477";"4"
"7102C";"Montceau les mines";"2021";"713060105";"Bellevue";"C";"T";"409";"3"
"7102C";"Montceau les mines";"2021";"713060106";"Les Rives du Plessis";"C";"R";"6362";"9"
"7102C";"Montceau les mines";"2021";"713060106";"Les Rives du Plessis";"C";"T";"3531";"6"
"7102C";"Montceau les mines";"2021";"713060107";"Bois Roullot";"C";"T";"5734.2605";"13"
"7102C";"Montceau les mines";"2021";"713060108";"Centre Ville";"C";"R";"2158.1759";"9"
"7102C";"Montceau les mines";"2021";"713060108";"Centre Ville";"C";"T";"985.1451";"9"
"7102C";"Montceau les mines";"2021";"713060109";"Bel-Air";"C";"R";"2201";"3"
"7102C";"Montceau les mines";"2021";"713060109";"Bel-Air";"C";"T";"2485.0003";"15"
"7102C";"Montceau les mines";"2021";"713060110";"Zone d'Activités";"C";"R";"84";"1"
"7102C";"Montceau les mines";"2021";"713060110";"Zone d'Activités";"C";"T";"2466.8428";"11"
"7102C";"Montceau les mines";"2021";"714860104";"Gautherets-Écuyer-Bois Perrauds";"C";"R";"14.6216";"2"
"7102C";"Montceau les mines";"2021";"714860104";"Gautherets-Écuyer-Bois Perrauds";"C";"T";"7874.28";"2"
"7104C";"Réseau d'Autun";"2021";"710140101";"Collectif Saint-Pantaléon";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140102";"Individuel Saint-Pantaléon et Les Ormes";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140103";"Saint-Jean-Saint-André";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140104";"Gare et Centre Ville Nord";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140105";"Parc Nord et Saintandoche";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140106";"Parc Sud-Moulin du Vallon";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140107";"Saint-Branchez-Croix Verte";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140108";"Centre Ville";"C";"nd";"nd";"nd"
"7104C";"Réseau d'Autun";"2021";"710140110";"Zone d'Activités d'Autun Nord";"C";"nd";"nd";"nd"
"7107C";"RÉSEAU DE MÂCON";"2021";"711050102";"La Coupée";"C";"X";"2901.11";"8"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700102";"Flacé-Liberté";"C";"X";"10726.524";"22"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700103";"Perrières";"C";"X";"4488.83";"17"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700104";"Saugeraies";"C";"X";"3576.06";"16"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700105";"Centre Nord";"C";"X";"9449.228";"28"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700106";"Héritan-Neuf Clés";"C";"X";"12961.6896";"42"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700107";"Centre Ville";"C";"X";"3031.64";"14"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700108";"Bioux";"C";"X";"4711.46";"13"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700109";"Pillet-Champlevert";"C";"X";"1431.92";"7"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700110";"La Chanaye-Fontenailles";"C";"X";"4583.11";"17"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700111";"Blanchettes";"C";"X";"7744.9265";"23"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700112";"Herriot";"C";"X";"6896.3168";"16"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700115";"Gautriats";"C";"X";"7385.558";"30"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700116";"Girouette-Murgerets";"C";"X";"3727.75";"14"
"7107C";"RÉSEAU DE MÂCON";"2021";"712700117";"Marbé";"C";"X";"7270.8441";"15"
"7107C";"RÉSEAU DE MÂCON";"2021";"712709802";"Centre Hospitalier";"C";"X";"secret";"secret"
"7107C";"RÉSEAU DE MÂCON";"2021";"712709803";"Parc Nord";"C";"X";"11094.768";"22"
"7107C";"RÉSEAU DE MÂCON";"2021";"714970000";"Sancé (commune non irisée)";"C";"X";"2112.15";"4"
"7202C";"Percée Centrale";"2021";"721810103";"Jacobins-République";"C";"nd";"nd";"nd"
"7202C";"Percée Centrale";"2021";"721810203";"Nationale";"C";"nd";"nd";"nd"
"7202C";"Percée Centrale";"2021";"721810401";"Mutuelles";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"720030101";"Les Ruisseaux";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"720030102";"Le Chaoué";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"720030103";"La Tour aux Fées";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"720030104";"Les Perrières";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"720030105";"Campagne-Hautes Métairies";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721810302";"Monthéard";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721810502";"Haut de Gazonfier";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721810503";"Bas de Gazonfier";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811701";"Sablonnière";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811702";"Sablons centre";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811703";"Newton";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811801";"Petit Louvre";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811802";"Épau";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811803";"Gué Bernisson";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721811902";"Jaurès Bertinière";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812001";"Pontlieue";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812002";"Michel-Ange";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812101";"Ronceray";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812102";"Glonnières";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812201";"Cité des Pins";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812202";"Vert Galant";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812301";"Christ Sauveur";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812303";"Sources";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812401";"Pavoine";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812501";"Funay";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812502";"Bruyères";"C";"nd";"nd";"nd"
"7203C";"SYNER'GIE (ALLONNES- BDH)";"2021";"721812902";"Z.A. Zone industrielle sud 2";"C";"nd";"nd";"nd"
"7204C";"Bellevue";"2021";"720950101";"Bellevue";"C";"R";"5077";"10"
"7204C";"Bellevue";"2021";"720950102";"Centre-Closerie";"C";"R";"1210";"2"
"7204C";"Bellevue";"2021";"720950103";"Bas Coulaines";"C";"R";"2061";"4"
"7204C";"Bellevue";"2021";"721810802";"Bellevue";"C";"R";"2214";"6"
"7315C";"Aix Energies nouvelles";"2021";"730080202";"Rondeau-Bord du Lac";"C";"T";"4678";"1"
"7315C";"Aix Energies nouvelles";"2021";"730080203";"Italie-Jacotot";"C";"R";"1360";"12"
"7315C";"Aix Energies nouvelles";"2021";"730080203";"Italie-Jacotot";"C";"T";"1221";"5"
"7315C";"Aix Energies nouvelles";"2021";"730080301";"Lafin";"C";"R";"5612";"18"
"7315C";"Aix Energies nouvelles";"2021";"730080301";"Lafin";"C";"T";"769";"2"
"7315C";"Aix Energies nouvelles";"2021";"730080302";"Saint-Simond";"C";"R";"4008";"7"
