"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Energie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"7715C";"ZUP de Surville";"2023";"773050104";"Ville Haute Centre";"C";"T";392.27;2
"7715C";"ZUP de Surville";"2023";"773050104";"Ville Haute Centre";"C";"X";1074.01;7
"7715C";"ZUP de Surville";"2023";"773050105";"Ville Haute Est";"C";"R";2100.92;2
"7715C";"ZUP de Surville";"2023";"773050105";"Ville Haute Est";"C";"X";3524.9;1
"7716C";"Réseau de Marne la Vallée";"2023";"771210000";"Collégien";"C";"R";738;1
"7716C";"Réseau de Marne la Vallée";"2023";"772580101";"Segrais";"C";"R";9342.99798583984;24
"7716C";"Réseau de Marne la Vallée";"2023";"772580101";"Segrais";"C";"T";1994;6
"7716C";"Réseau de Marne la Vallée";"2023";"772580104";"Zone d'Activités du Mandinet-Pariest";"C";"R";807;2
"7716C";"Réseau de Marne la Vallée";"2023";"772580104";"Zone d'Activités du Mandinet-Pariest";"C";"T";566;2
"7716C";"Réseau de Marne la Vallée";"2023";"772580201";"Tour d'Auvergne";"C";"R";2609.9990234375;5
"7716C";"Réseau de Marne la Vallée";"2023";"772580201";"Tour d'Auvergne";"C";"T";381;1
"7716C";"Réseau de Marne la Vallée";"2023";"774680103";"Arche Guedon";"C";"R";551;1
"7716C";"Réseau de Marne la Vallée";"2023";"774680103";"Arche Guedon";"C";"T";1914.99800109863;3
"7716C";"Réseau de Marne la Vallée";"2023";"774680201";"Beauregard-Les Gradins";"C";"T";299;1
"7716C";"Réseau de Marne la Vallée";"2023";"774680203";"Raimu-Hugo-Beaudelaire";"C";"R";5473.99598693847;14
"7716C";"Réseau de Marne la Vallée";"2023";"774680203";"Raimu-Hugo-Beaudelaire";"C";"T";357;2
"7716C";"Réseau de Marne la Vallée";"2023";"774680204";"Le Mail";"C";"T";233;1
"7716C";"Réseau de Marne la Vallée";"2023";"774680205";"Belvédère";"C";"R";6020.99798583984;15
"7716C";"Réseau de Marne la Vallée";"2023";"774680205";"Belvédère";"C";"T";2006;8
"7716C";"Réseau de Marne la Vallée";"2023";"774680206";"Jean Zay-Mendès France";"C";"R";4613.94501495361;16
"7716C";"Réseau de Marne la Vallée";"2023";"774680206";"Jean Zay-Mendès France";"C";"T";2553.34999847412;12
"7717C";"Réseau de Chelles";"2023";"771080201";"Mont Chalats";"C";"R";897.08;1
"7717C";"Réseau de Chelles";"2023";"771080401";"Sud SNCF";"C";"R";6637.97;14
"7717C";"Réseau de Chelles";"2023";"771080401";"Sud SNCF";"C";"X";959.330010986328;5
"7717C";"Réseau de Chelles";"2023";"771080501";"Centre Ville Nord";"C";"R";4452.86;6
"7717C";"Réseau de Chelles";"2023";"771080501";"Centre Ville Nord";"C";"X";3615.38488067626;5
"7717C";"Réseau de Chelles";"2023";"771080502";"Centre Ville Sud-Ouest";"C";"R";2919.12990234375;9
"7717C";"Réseau de Chelles";"2023";"771080502";"Centre Ville Sud-Ouest";"C";"X";1385.84000961304;8
"7717C";"Réseau de Chelles";"2023";"771080503";"Centre Ville Sud-Est";"C";"R";5414.11;4
"7717C";"Réseau de Chelles";"2023";"771080503";"Centre Ville Sud-Est";"C";"X";3685.21888916015;9
"7717C";"Réseau de Chelles";"2023";"771080602";"La Noue Brossard Est";"C";"R";7323.9600479126;8
"7717C";"Réseau de Chelles";"2023";"771080602";"La Noue Brossard Est";"C";"X";3551.35996826172;7
"7717C";"Réseau de Chelles";"2023";"771080701";"Foch-de Gaulle Nord-Est";"C";"R";1855.05200836182;3
"7717C";"Réseau de Chelles";"2023";"771080701";"Foch-de Gaulle Nord-Est";"C";"X";308.420013427734;2
"7717C";"Réseau de Chelles";"2023";"771080703";"Foch-de Gaulle Sud";"C";"R";5364.5;4
"7717C";"Réseau de Chelles";"2023";"771080703";"Foch-de Gaulle Sud";"C";"X";309.900024414062;1
"7717C";"Réseau de Chelles";"2023";"913150000";"Itteville";"C";"R";"secret";"secret"
"7717C";"Réseau de Chelles";"2023";"930320116";"Iris 0116";"C";"R";1588;1
"7802C";"Le Val Fourré";"2023";"783610101";"Les Hautes Garennes";"C";"R";9345.27701568603;21
"7802C";"Le Val Fourré";"2023";"783610101";"Les Hautes Garennes";"C";"T";10328;3
"7802C";"Le Val Fourré";"2023";"783610102";"Chopin";"C";"R";2999.0210018158;7
"7802C";"Le Val Fourré";"2023";"783610102";"Chopin";"C";"T";568.973007202148;3
"7802C";"Le Val Fourré";"2023";"783610103";"Mozart Guynemer";"C";"R";1786.81097412109;3
"7802C";"Le Val Fourré";"2023";"783610103";"Mozart Guynemer";"C";"T";"secret";"secret"
"7802C";"Le Val Fourré";"2023";"783610104";"Mermoz Gauguin";"C";"R";11639.1050155163;31
"7802C";"Le Val Fourré";"2023";"783610104";"Mermoz Gauguin";"C";"T";293.568000078201;2
"7802C";"Le Val Fourré";"2023";"783610105";"Degas";"C";"R";2897.70602416992;5
"7802C";"Le Val Fourré";"2023";"783610106";"Millet";"C";"R";4325.76898193359;6
"7802C";"Le Val Fourré";"2023";"783610107";"Claude Bernard";"C";"R";2173.83001708984;4
"7802C";"Le Val Fourré";"2023";"783610108";"Bretonneaux";"C";"R";4863.16899108887;10
"7802C";"Le Val Fourré";"2023";"783610108";"Bretonneaux";"C";"T";419.64200001955;5
"7802C";"Le Val Fourré";"2023";"783610109";"Rabelais";"C";"R";3155.20100402832;13
"7802C";"Le Val Fourré";"2023";"783610110";"Jules Guesde";"C";"R";1056.45198464394;5
"7802C";"Le Val Fourré";"2023";"783610111";"Jacques Cartier";"C";"R";5834.13799285888;10
"7802C";"Le Val Fourré";"2023";"783610112";"Saint-Exupéry";"C";"R";10583.617991358;26
"7802C";"Le Val Fourré";"2023";"783610112";"Saint-Exupéry";"C";"T";481.90299987793;2
"7802C";"Le Val Fourré";"2023";"783610113";"Sainte-Anne";"C";"R";2946;4
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510102";"Iris 2";"C";"R";5323.21003341674;31
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510102";"Iris 2";"C";"T";1374;2
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510103";"Iris 3";"C";"R";3676.50999450684;11
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510103";"Iris 3";"C";"T";1626;6
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510104";"Iris 4";"C";"T";617;1
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510108";"Iris 8";"C";"R";2087;6
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510108";"Iris 8";"C";"T";3816;2
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510109";"Iris 9";"C";"R";1064.78002929688;4
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510109";"Iris 9";"C";"T";2265;4
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510110";"Iris 10";"C";"R";5644.03001403809;8
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510110";"Iris 10";"C";"T";2472.90499830246;16
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510111";"Iris 11";"C";"R";9006.09494018554;8
"7805C";"Réseau de Saint Germain en Laye";"2023";"785510111";"Iris 11";"C";"T";806.129997253417;3
"7807C";"Zac de la Noe";"2023";"781380102";"L'Ouest";"C";"R";3048;8
"7807C";"Zac de la Noe";"2023";"781380102";"L'Ouest";"C";"T";996;5
"7807C";"Zac de la Noe";"2023";"781380103";"Le Centre";"C";"R";2844;6
"7807C";"Zac de la Noe";"2023";"781380103";"Le Centre";"C";"T";912;3
"7807C";"Zac de la Noe";"2023";"781380104";"L'Est";"C";"R";2834;6
"7807C";"Zac de la Noe";"2023";"781380105";"La Plaine";"C";"R";1544;6
"7808C";"Grand Ouest et Musiciens";"2023";"784400101";"Sangle Verneuil Aérospatiale Aérodrome Pierre Curie";"C";"X";4972.86;9
"7808C";"Grand Ouest et Musiciens";"2023";"784400104";"Grand Ouest 1";"C";"R";5082.57;3
"7808C";"Grand Ouest et Musiciens";"2023";"784400104";"Grand Ouest 1";"C";"X";254.85;1
"7808C";"Grand Ouest et Musiciens";"2023";"784400107";"Sablons Comtesse Grand Ouest 2";"C";"T";249.24;1
"7808C";"Grand Ouest et Musiciens";"2023";"784400107";"Sablons Comtesse Grand Ouest 2";"C";"X";281.11;1
"7808C";"Grand Ouest et Musiciens";"2023";"784400108";"Musiciens";"C";"R";8850.11;4
"7808C";"Grand Ouest et Musiciens";"2023";"784400108";"Musiciens";"C";"X";258.8;1
"7808C";"Grand Ouest et Musiciens";"2023";"784400109";"Vigne Blanche 1";"C";"R";1645.07;5
"7808C";"Grand Ouest et Musiciens";"2023";"784400109";"Vigne Blanche 1";"C";"X";1565.37;4
"7808C";"Grand Ouest et Musiciens";"2023";"784400110";"Vigne Blanche 2";"C";"R";2014.97;4
"7808C";"Grand Ouest et Musiciens";"2023";"784400110";"Vigne Blanche 2";"C";"X";1064.82;1
"7808C";"Grand Ouest et Musiciens";"2023";"784400111";"Perrons Bougimonts île-de-France";"C";"R";3741.62;6
"7808C";"Grand Ouest et Musiciens";"2023";"784400112";"Bécheville-Apremont";"C";"R";3404.97;5
"7808C";"Grand Ouest et Musiciens";"2023";"784400112";"Bécheville-Apremont";"C";"X";2082.32;7
"7812C";"Réseau de Plaisir - Resop";"2023";"784900101";"Centre Ville";"C";"R";3402;3
"7812C";"Réseau de Plaisir - Resop";"2023";"784900101";"Centre Ville";"C";"T";717;4
"7812C";"Réseau de Plaisir - Resop";"2023";"784900102";"Chevalier Les Petits Prés";"C";"R";11241;7
"7812C";"Réseau de Plaisir - Resop";"2023";"784900102";"Chevalier Les Petits Prés";"C";"T";3518;4
"7812C";"Réseau de Plaisir - Resop";"2023";"784900103";"Danièle Petit Bontemps";"C";"R";8072;4
"7812C";"Réseau de Plaisir - Resop";"2023";"784900103";"Danièle Petit Bontemps";"C";"T";823;3
"7812C";"Réseau de Plaisir - Resop";"2023";"784900104";"Le Valibout";"C";"R";9392;1
"7812C";"Réseau de Plaisir - Resop";"2023";"784900105";"Brigitte";"C";"R";7628;3
"7812C";"Réseau de Plaisir - Resop";"2023";"784900105";"Brigitte";"C";"T";"secret";"secret"
"7812C";"Réseau de Plaisir - Resop";"2023";"784900106";"Les Ébisoires";"C";"R";8052;3
"7812C";"Réseau de Plaisir - Resop";"2023";"784900110";"La Haise Les Gares";"C";"R";4211;3
"7812C";"Réseau de Plaisir - Resop";"2023";"784900110";"La Haise Les Gares";"C";"T";2682;3
"8005C";"Réseau d'Abbeville";"2023";"800010101";"Centre Ville Émonville";"C";"T";1173.9599609375;3
"8005C";"Réseau d'Abbeville";"2023";"800010102";"Centre Ville-Saint-Vulfran";"C";"T";5921.06979370117;2
"8005C";"Réseau d'Abbeville";"2023";"800010401";"Faubourg de la Bouvaque";"C";"R";3092.71203613281;2
"8005C";"Réseau d'Abbeville";"2023";"800010401";"Faubourg de la Bouvaque";"C";"T";3140.87000846863;6
"8005C";"Réseau d'Abbeville";"2023";"800010501";"La Porte au Bois";"C";"R";3353.18011474609;3
"8005C";"Réseau d'Abbeville";"2023";"800010501";"La Porte au Bois";"C";"T";5470.40280914307;4
"8005C";"Réseau d'Abbeville";"2023";"800010502";"Delique-Saint-Gilles";"C";"R";3045.49896240234;2
"8005C";"Réseau d'Abbeville";"2023";"800010502";"Delique-Saint-Gilles";"C";"T";1598.61602020264;8
"8103C";"Réseau de Chauffage Urbain Castres Lameilhé";"2023";"810650402";"Lameilhe Est-Le Siala";"C";"X";627.62;4
"8103C";"Réseau de Chauffage Urbain Castres Lameilhé";"2023";"810650403";"Lameilhe Nord";"C";"R";2918;3
"8103C";"Réseau de Chauffage Urbain Castres Lameilhé";"2023";"810650403";"Lameilhe Nord";"C";"X";349.2301;4
"8103C";"Réseau de Chauffage Urbain Castres Lameilhé";"2023";"810650404";"Lameilhe Ouest";"C";"R";643;1
"8103C";"Réseau de Chauffage Urbain Castres Lameilhé";"2023";"810650801";"Capelanie-Hauterive";"C";"X";7450;3
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210102";"Place Nationale";"C";"T";1492.35493469238;4
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210103";"Commissariat";"C";"T";691.420013427735;1
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210104";"Garrisson";"C";"R";"secret";"secret"
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210104";"Garrisson";"C";"T";"secret";"secret"
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210301";"Hôpital";"C";"R";807.743999481206;4
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210301";"Hôpital";"C";"T";15449.2702999115;14
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210303";"Allende";"C";"R";484.940002441406;1
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210303";"Allende";"C";"T";1357.6720123291;4
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210401";"Delthil";"C";"R";"secret";"secret"
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210403";"Stade Fobio";"C";"T";"secret";"secret"
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210405";"Coulée Verte";"C";"T";"secret";"secret"
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210502";"Beausoleil";"C";"R";648.280014038086;2
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210502";"Beausoleil";"C";"T";4260.4150338173;8
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210503";"Selves";"C";"R";1951.75731687248;5
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210503";"Selves";"C";"T";2130.43994140624;3
"8201C";"RESEAU DE MONTAUBAN";"2023";"821210801";"Falguières";"C";"T";732;1
"8404C";"Réseaux vapeur verte GB foods";"2023";"840920107";"Périgord";"C";"I";16518;1
"8601C";"Zup des Couronneries";"2023";"860410101";"Centre";"C";"R";1743.2540359497;8
"8601C";"Zup des Couronneries";"2023";"860410101";"Centre";"C";"T";325.218002319335;3
"8601C";"Zup des Couronneries";"2023";"860410102";"Planty-Amandiers";"C";"T";1781.4599609375;1
"8601C";"Zup des Couronneries";"2023";"860410103";"Nord";"C";"T";1159.60998535156;2
"8601C";"Zup des Couronneries";"2023";"860410104";"Bizais-Pépinière";"C";"T";804.199996948241;5
"8601C";"Zup des Couronneries";"2023";"861940302";"Clos Gauthier-Les Sables";"C";"R";4652.11993408203;4
"8601C";"Zup des Couronneries";"2023";"861940302";"Clos Gauthier-Les Sables";"C";"T";1951.3800201416;4
"8601C";"Zup des Couronneries";"2023";"861940303";"Saint-Cyprien";"C";"R";2754.02499389648;3
"8601C";"Zup des Couronneries";"2023";"861940303";"Saint-Cyprien";"C";"T";468.973999023436;2
"8601C";"Zup des Couronneries";"2023";"861940304";"Grand Maison";"C";"R";3494.85006713867;6
"8601C";"Zup des Couronneries";"2023";"861940304";"Grand Maison";"C";"T";322.338989257812;1
"8601C";"Zup des Couronneries";"2023";"861940402";"Gibauderie";"C";"R";2647.79394531249;2
"8601C";"Zup des Couronneries";"2023";"861940402";"Gibauderie";"C";"T";1363.68002319336;3
"8601C";"Zup des Couronneries";"2023";"861940403";"Milétrie";"C";"T";565.276977539062;2
"8601C";"Zup des Couronneries";"2023";"861940501";"Beaulieu";"C";"R";951.239990234375;1
"8601C";"Zup des Couronneries";"2023";"861940502";"Les Templiers";"C";"R";3366.7100830078;3
"8601C";"Zup des Couronneries";"2023";"861940601";"Touffenet";"C";"T";3558.75196456909;13
"8601C";"Zup des Couronneries";"2023";"861940604";"Saint-Éloi-Mandela";"C";"R";3608.05992317199;14
"8601C";"Zup des Couronneries";"2023";"861940604";"Saint-Éloi-Mandela";"C";"T";401.040992736815;3
"8601C";"Zup des Couronneries";"2023";"861940605";"Saint-Éloi-Fraternité";"C";"R";505.203002929687;1
"8601C";"Zup des Couronneries";"2023";"861940605";"Saint-Éloi-Fraternité";"C";"T";1650.97002220154;4
"8601C";"Zup des Couronneries";"2023";"861940702";"Ganterie";"C";"T";5309.53002929687;3
"8601C";"Zup des Couronneries";"2023";"861940703";"Quatre Roues-Les Dunes";"C";"T";1001.67897033691;3
"8601C";"Zup des Couronneries";"2023";"861940704";"Montbernage";"C";"R";1382.6429977417;7
"8601C";"Zup des Couronneries";"2023";"861940704";"Montbernage";"C";"T";1231.43099975585;2
"8601C";"Zup des Couronneries";"2023";"861940801";"Provence";"C";"R";9453.12501525878;19
"8601C";"Zup des Couronneries";"2023";"861940801";"Provence";"C";"T";1207.73999786377;4
"8601C";"Zup des Couronneries";"2023";"861940802";"Couronneries-Europe";"C";"R";11144.1569595337;25
"8601C";"Zup des Couronneries";"2023";"861940802";"Couronneries-Europe";"C";"T";575.759979248046;2
"8601C";"Zup des Couronneries";"2023";"861940803";"Couronneries-Nimègue";"C";"R";9351.9150238037;17
"8601C";"Zup des Couronneries";"2023";"861940803";"Couronneries-Nimègue";"C";"T";487.460002899169;5
"8601C";"Zup des Couronneries";"2023";"861940804";"Aliénor d'Aquitaine";"C";"R";3349.30903625488;8
"8601C";"Zup des Couronneries";"2023";"861940804";"Aliénor d'Aquitaine";"C";"T";1585.25994873046;3
"8701C";"Zup Val de l'Aurence";"2023";"870750101";"Est";"C";"T";884.900024414062;1
"8701C";"Zup Val de l'Aurence";"2023";"870750102";"Centre";"C";"T";461.5;1
"8701C";"Zup Val de l'Aurence";"2023";"870850303";"Renoir";"C";"R";5984.96405029296;13
"8701C";"Zup Val de l'Aurence";"2023";"870850303";"Renoir";"C";"T";1700.8519719839;5
"8701C";"Zup Val de l'Aurence";"2023";"870850401";"Le Colombier";"C";"R";"secret";"secret"
"8701C";"Zup Val de l'Aurence";"2023";"870850403";"La Borie";"C";"R";329.942993164061;2
"8701C";"Zup Val de l'Aurence";"2023";"870850403";"La Borie";"C";"T";9859.32983398437;9
"8701C";"Zup Val de l'Aurence";"2023";"870850501";"Beaublanc";"C";"R";639.580017089843;1
"8701C";"Zup Val de l'Aurence";"2023";"870850501";"Beaublanc";"C";"T";3701.74701225757;15
"8701C";"Zup Val de l'Aurence";"2023";"870850502";"Thuillat";"C";"R";2447.64398956298;3
"8701C";"Zup Val de l'Aurence";"2023";"870850502";"Thuillat";"C";"T";320;1
"8701C";"Zup Val de l'Aurence";"2023";"870850503";"Montjovis";"C";"T";343.377004861831;3
"8701C";"Zup Val de l'Aurence";"2023";"870850601";"Louyat";"C";"I";549.530029296875;1
"8701C";"Zup Val de l'Aurence";"2023";"870850601";"Louyat";"C";"R";"secret";"secret"
"8701C";"Zup Val de l'Aurence";"2023";"870850601";"Louyat";"C";"T";"secret";"secret"
"8701C";"Zup Val de l'Aurence";"2023";"870850602";"Le Mas Loubier";"C";"R";4778.47106933594;4
"8701C";"Zup Val de l'Aurence";"2023";"870850602";"Le Mas Loubier";"C";"T";1393.80000305176;2
"8701C";"Zup Val de l'Aurence";"2023";"870850701";"Le Grand Treuil";"C";"T";505.814989089966;3
"8701C";"Zup Val de l'Aurence";"2023";"870850703";"La Brégère";"C";"R";2660;1
"8701C";"Zup Val de l'Aurence";"2023";"870851102";"Révolution";"C";"R";5488.26206970214;4
"8701C";"Zup Val de l'Aurence";"2023";"870851102";"Révolution";"C";"T";711.410003662108;2
"8701C";"Zup Val de l'Aurence";"2023";"870851201";"Le Gros Tilleul";"C";"R";1609.96002197265;2
"8701C";"Zup Val de l'Aurence";"2023";"870851202";"C.H.U.";"C";"R";1705.48999023437;6
"8701C";"Zup Val de l'Aurence";"2023";"870851202";"C.H.U.";"C";"T";16166.8300476074;4
"8701C";"Zup Val de l'Aurence";"2023";"870851303";"Jules Ferry";"C";"R";1373.67399978638;6
"8701C";"Zup Val de l'Aurence";"2023";"870851303";"Jules Ferry";"C";"T";443.240001678467;2
"8701C";"Zup Val de l'Aurence";"2023";"870851401";"Durkheim";"C";"R";4883.91104125975;8
"8701C";"Zup Val de l'Aurence";"2023";"870851401";"Durkheim";"C";"T";1519.30800437927;6
"8701C";"Zup Val de l'Aurence";"2023";"870851402";"Vincent Auriol";"C";"R";4361.36904907226;12
"8701C";"Zup Val de l'Aurence";"2023";"870851402";"Vincent Auriol";"C";"T";996.293022155759;6
"8701C";"Zup Val de l'Aurence";"2023";"870851403";"Mas Jambost";"C";"R";1819.66902160644;4
"8701C";"Zup Val de l'Aurence";"2023";"870851403";"Mas Jambost";"C";"T";592.736999511718;4
"8701C";"Zup Val de l'Aurence";"2023";"870851501";"ZUP de Corgnac";"C";"R";443.434997558593;2
"8701C";"Zup Val de l'Aurence";"2023";"870851502";"Olivier de Serres";"C";"R";8833.70697021482;13
"8701C";"Zup Val de l'Aurence";"2023";"870851502";"Olivier de Serres";"C";"T";3102.17192983627;10
"8701C";"Zup Val de l'Aurence";"2023";"870851503";"Centre Commercial Corgnac";"C";"R";8118.22494506835;8
"8701C";"Zup Val de l'Aurence";"2023";"870851802";"Cité de la Bastide";"C";"R";7530.24711966515;5
"8701C";"Zup Val de l'Aurence";"2023";"870851802";"Cité de la Bastide";"C";"T";609.765005290507;7
"8701C";"Zup Val de l'Aurence";"2023";"870851901";"Le Mas Bouyol";"C";"T";1254.42097139358;5
"8701C";"Zup Val de l'Aurence";"2023";"870851902";"Le Roussillon";"C";"T";1654.94696582109;4
"8702C";"Zac de Beaubreuil";"2023";"870851602";"Le Château d'Eau";"C";"R";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851602";"Le Château d'Eau";"C";"T";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851603";"Gérard Philipe";"C";"R";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851603";"Gérard Philipe";"C";"T";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851701";"Beaubreuil";"C";"R";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851701";"Beaubreuil";"C";"T";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851702";"Les Homerides";"C";"R";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851801";"Ester";"C";"R";"nd";"nd"
"8702C";"Zac de Beaubreuil";"2023";"870851801";"Ester";"C";"T";"nd";"nd"
"8802C";"Quartier Kellerman";"2023";"884130108";"Kellermann";"C";"R";7854.16503143309;26
"8802C";"Quartier Kellerman";"2023";"884130108";"Kellermann";"C";"T";1012.36099910736;10
"8802C";"Quartier Kellerman";"2023";"884130109";"Zone Industrielle";"C";"T";2957.15001678466;4
"8802C";"Quartier Kellerman";"2023";"884130110";"Centre Ville";"C";"R";"secret";"secret"
"8802C";"Quartier Kellerman";"2023";"884130110";"Centre Ville";"C";"T";8556.31000709533;15
"8802C";"Quartier Kellerman";"2023";"884130111";"Vigne-Roche des Fées-Purgatoire";"C";"R";812;1
"8802C";"Quartier Kellerman";"2023";"884130111";"Vigne-Roche des Fées-Purgatoire";"C";"T";733.280014038084;4
"8902C";"Zup de Sainte Geneviève";"2023";"890240108";"Saint-Siméon";"C";"R";8506.28;1
"8902C";"Zup de Sainte Geneviève";"2023";"890240108";"Saint-Siméon";"C";"X";468.43;2
"8902C";"Zup de Sainte Geneviève";"2023";"890240109";"Sainte-Geneviève";"C";"R";6969.87;9
"8902C";"Zup de Sainte Geneviève";"2023";"890240109";"Sainte-Geneviève";"C";"X";1260.64;6
"8902C";"Zup de Sainte Geneviève";"2023";"890240110";"Les Brichères";"C";"R";1041.62;2
"8902C";"Zup de Sainte Geneviève";"2023";"890240111";"Les Rosoirs";"C";"R";"secret";"secret"
"8902C";"Zup de Sainte Geneviève";"2023";"890240111";"Les Rosoirs";"C";"X";8886;1
"8902C";"Zup de Sainte Geneviève";"2023";"890240112";"Vauban-Denfert-Rochereau";"C";"R";"secret";"secret"
"8902C";"Zup de Sainte Geneviève";"2023";"890240113";"Saint-Joseph-Grand Boivin-Conches";"C";"X";1183;1
"8902C";"Zup de Sainte Geneviève";"2023";"890240114";"Les Moreaux";"C";"X";3052.06;3
"9002C";"ZUP DES GLACIS";"2023";"900100503";"Glacis du Château";"C";"R";5333.38008880614;8
"9002C";"ZUP DES GLACIS";"2023";"900100503";"Glacis du Château";"C";"T";5204.62497520447;9
"9002C";"ZUP DES GLACIS";"2023";"900100504";"Forges-Miotte-Champ de Mars";"C";"R";725.809997558593;1
"9002C";"ZUP DES GLACIS";"2023";"900100504";"Forges-Miotte-Champ de Mars";"C";"T";1115.52299499511;12
"9102C";"Réseau des Ulis";"2023";"915600000";"Saint-Jean-de-Beauregard";"C";"T";751;1
"9102C";"Réseau des Ulis";"2023";"916920101";"Champagne";"C";"R";19706;10
"9102C";"Réseau des Ulis";"2023";"916920101";"Champagne";"C";"T";2884;5
"9102C";"Réseau des Ulis";"2023";"916920102";"Bourgogne";"C";"R";13863;9
"9102C";"Réseau des Ulis";"2023";"916920102";"Bourgogne";"C";"T";1281;3
"9102C";"Réseau des Ulis";"2023";"916920103";"Cévennes";"C";"R";12598;9
"9102C";"Réseau des Ulis";"2023";"916920103";"Cévennes";"C";"T";5171;6
"9102C";"Réseau des Ulis";"2023";"916920104";"Franche-Comté";"C";"R";11242;7
"9102C";"Réseau des Ulis";"2023";"916920104";"Franche-Comté";"C";"T";637;1
"9102C";"Réseau des Ulis";"2023";"916920105";"Saintonge";"C";"R";8559;6
"9102C";"Réseau des Ulis";"2023";"916920106";"Anjou";"C";"R";10837;8
"9102C";"Réseau des Ulis";"2023";"916920106";"Anjou";"C";"T";1094;1
"9102C";"Réseau des Ulis";"2023";"916920107";"Île-de-France";"C";"R";17159;9
"9102C";"Réseau des Ulis";"2023";"916920107";"Île-de-France";"C";"T";1391;3
"9102C";"Réseau des Ulis";"2023";"916920108";"Queue d'Oiseau";"C";"R";2265;2
"9102C";"Réseau des Ulis";"2023";"916920108";"Queue d'Oiseau";"C";"T";1782;2
"9103C";"Réseau d'Evry";"2023";"912280101";"Bois Guillaume-Bois Sauvage";"C";"R";8073.48001098632;15
"9103C";"Réseau d'Evry";"2023";"912280101";"Bois Guillaume-Bois Sauvage";"C";"T";5250.4620285034;15
"9103C";"Réseau d'Evry";"2023";"912280102";"Loges";"C";"R";8141.68011474609;17
"9103C";"Réseau d'Evry";"2023";"912280102";"Loges";"C";"T";560.049980163573;3
"9103C";"Réseau d'Evry";"2023";"912280103";"Pyramides Centre";"C";"R";9435.97299194334;17
"9103C";"Réseau d'Evry";"2023";"912280103";"Pyramides Centre";"C";"T";1712.27997779846;10
"9103C";"Réseau d'Evry";"2023";"912280104";"Pyramides Sud";"C";"R";3059.50996398926;8
"9103C";"Réseau d'Evry";"2023";"912280104";"Pyramides Sud";"C";"T";1501.59300923347;6
"9103C";"Réseau d'Evry";"2023";"912280105";"Centre Urbain Nord";"C";"R";8705.76007080077;22
"9103C";"Réseau d'Evry";"2023";"912280105";"Centre Urbain Nord";"C";"T";5929.64205908774;31
"9103C";"Réseau d'Evry";"2023";"912280106";"Centre Urbain Coquibus";"C";"R";11473.4610137939;19
"9103C";"Réseau d'Evry";"2023";"912280106";"Centre Urbain Coquibus";"C";"T";6322.31696701049;20
"9103C";"Réseau d'Evry";"2023";"912280108";"Aunettes Est";"C";"R";3818.02195739746;9
"9103C";"Réseau d'Evry";"2023";"912280108";"Aunettes Est";"C";"T";1005.28002929687;1
"9103C";"Réseau d'Evry";"2023";"912280109";"Épinettes Ouest";"C";"R";4796.24002838134;16
"9103C";"Réseau d'Evry";"2023";"912280109";"Épinettes Ouest";"C";"T";713.660003662108;3
"9103C";"Réseau d'Evry";"2023";"912280110";"Épinettes Est";"C";"R";13733.6199512481;23
